Network_Lines,Start_Zone,End_Zone,Line_Max_Flow_MW,Line_Max_Reinforcement_MW,Line_Reinforcement_Cost_per_MWyr,Line_Loss_Percentage,Line_Voltage_kV,Line_Reactance_Ohms
1067,497,2750,221.0,0.0,4119.4741777232275,0.00764,1,0.04752
1068,497,2750,221.0,0.0,4119.4741777232275,0.00764,1,0.04752
1069,498,464,250.0,0.0,834.0481421562146,0.00325,1,0.01949
1070,498,522,116.4,0.0,1048.9063554572917,0.00261,1,0.0114
1071,500,529,221.0,0.0,2472.437940376203,0.00313,1,0.02183
1072,500,529,221.0,0.0,2472.437940376203,0.00313,1,0.02183
1073,501,551,98.0,0.0,10725.665171170987,0.01637,1,0.09826
1074,502,490,221.0,0.0,7133.472932193825,0.01932,1,0.13196
1075,502,490,221.0,0.0,7133.472932193825,0.01932,1,0.13196
1076,503,2236,275.0,0.0,1103.3385421351272,0.00367,1,0.01689
1077,503,2236,275.0,0.0,1103.3385421351272,0.00367,1,0.01689
1078,503,2716,137.3,0.0,5830.845348178897,0.01177,1,0.05159
1079,504,480,300.0,0.0,1537.730674725328,0.00411,1,0.02652
1080,504,480,300.0,0.0,1537.730674725328,0.00411,1,0.02652
1081,504,2618,220.0,0.0,1937.9839496372329,0.00667,1,0.02918
1082,505,440,221.0,0.0,4516.7063111765,0.01554,1,0.08876
1083,506,392,221.0,0.0,4550.863769481703,0.01296,1,0.09028
1084,506,502,221.0,0.0,7556.1466971182135,0.02045,1,0.13201
1085,506,502,221.0,0.0,7556.1466971182135,0.02045,1,0.13201
1086,506,2415,239.3,0.0,7915.145787597088,0.00917,1,0.04349
1087,507,508,98.0,0.0,9825.447371321596,0.03748,1,0.09002
1088,507,547,120.0,0.0,12519.011974408873,0.02359,1,0.14166
1089,508,550,98.0,0.0,9084.65251063917,0.01386,1,0.07916
1090,509,413,647.0,0.0,8278.046234015672,0.00611,1,0.05974
1091,509,1275,608.0,0.0,7265.51131464541,0.00739,1,0.05281
1092,509,1275,608.0,0.0,7265.51131464541,0.00739,1,0.05281
1093,510,425,196.0,0.0,8657.198294923395,0.03455,1,0.15396
1094,510,515,149.0,0.0,6889.747128419005,0.02007,1,0.08324
1095,510,515,116.3,0.0,8826.933122394083,0.01297,1,0.05986
1096,510,2426,210.8,0.0,547.2070486370131,0.00295,1,0.01461
1097,510,2581,148.7,0.0,2499.6093935192425,0.00775,1,0.02986
1098,512,496,98.0,0.0,9634.019304958987,0.0147,1,0.08395
1099,512,516,143.0,0.0,3961.9455247732753,0.00882,1,0.05038
1100,512,540,149.0,0.0,4147.963689317788,0.01144,1,0.05002
1101,513,466,750.0,0.0,6894.806465039611,0.00421,1,0.04377
1102,513,466,750.0,0.0,6894.806465039611,0.00421,1,0.04377
1103,513,523,443.0,0.0,5727.858855735851,0.00411,1,0.02936
1104,513,567,523.0,0.0,19038.957791435878,0.01639,1,0.11706
1105,514,421,200.0,0.0,4960.658994392972,0.01932,1,0.08605
1106,514,421,200.0,0.0,4960.658994392972,0.01932,1,0.08605
1107,514,536,450.0,0.0,2027.5429068244255,0.01974,1,0.08194
1108,514,536,450.0,0.0,2027.5429068244255,0.01974,1,0.08194
1109,516,505,143.0,0.0,9437.111846656466,0.02101,1,0.12616
1110,516,2578,172.3,0.0,2347.064650628711,0.00738,1,0.03105
1111,518,459,548.0,0.0,23632.286841204346,0.006,1,0.06
1112,518,491,548.0,0.0,3885.120201504016,0.0025,1,0.02448
1113,518,567,750.0,0.0,4013.907458987089,0.00241,1,0.02506
1114,518,567,750.0,0.0,4013.907458987089,0.00241,1,0.02506
1115,520,496,98.0,0.0,16124.778634266448,0.0246,1,0.14051
1116,520,550,98.0,0.0,20640.4315437648,0.0315,1,0.1891
1117,521,407,149.0,0.0,6430.296677649601,0.01472,1,0.06561
1118,521,553,221.0,0.0,2758.54302428381,0.00774,1,0.05286
1119,522,409,221.0,0.0,2807.8003519413987,0.00418,1,0.02912
1120,522,409,221.0,0.0,2807.8003519413987,0.00418,1,0.02912
1121,522,478,221.0,0.0,1827.069238750476,0.00216,1,0.01393
1122,522,478,221.0,0.0,1827.069238750476,0.00216,1,0.01393
1123,523,530,750.0,0.0,10040.830988390895,0.00609,1,0.06334
1124,524,2358,450.0,0.0,791.7705441979463,0.00931,1,0.05588
1125,527,460,221.0,0.0,3117.9406953070506,0.01013,1,0.05786
1126,527,2228,143.2,0.0,7323.891787603561,0.00804,1,0.03325
1127,527,2228,143.2,0.0,7323.891787603561,0.00804,1,0.03325
1128,528,473,221.0,0.0,1261.3380003377242,0.00563,1,0.02463
1129,531,539,250.0,0.0,397.66465396518294,0.00057,1,0.00394
1130,531,539,250.0,0.0,397.66465396518294,0.00057,1,0.00394
1131,531,539,250.0,0.0,397.66465396518294,0.00057,1,0.00394
1132,531,539,250.0,0.0,397.66465396518294,0.00057,1,0.00394
1133,531,539,212.5,0.0,467.84076937080346,0.00061,1,0.00229
1134,531,539,212.5,0.0,467.84076937080346,0.00061,1,0.00229
1135,531,539,212.5,0.0,467.84076937080346,0.00061,1,0.00229
1136,531,539,212.5,0.0,467.84076937080346,0.00061,1,0.00229
1137,535,497,221.0,0.0,7641.852396368817,0.02454,1,0.1676
1138,535,527,221.0,0.0,1521.28239482974,0.00412,1,0.02661
1139,535,2385,177.3,0.0,4125.134428440535,0.01296,1,0.04307
1140,535,2385,177.3,0.0,4125.134428440535,0.01296,1,0.04307
1141,535,2385,177.3,0.0,4125.134428440535,0.01296,1,0.04307
1142,535,2385,177.3,0.0,4125.134428440535,0.01296,1,0.04307
1143,536,398,221.0,0.0,2118.065927388014,0.00315,1,0.02032
1144,536,398,221.0,0.0,2118.065927388014,0.00315,1,0.02032
1145,536,2453,220.0,0.0,1366.8738884822753,0.00506,1,0.02519
1146,539,478,221.0,0.0,1187.5451793387917,0.00185,1,0.01287
1147,539,478,221.0,0.0,1187.5451793387917,0.00185,1,0.01287
1148,539,478,221.0,0.0,1187.5451793387917,0.00185,1,0.01287
1149,540,477,221.0,0.0,3532.732157879483,0.00915,1,0.0625
1150,540,477,221.0,0.0,3532.732157879483,0.00915,1,0.0625
1151,541,486,149.0,0.0,4099.183379738803,0.00818,1,0.0358
1152,543,1311,149.0,0.0,3950.5693988065423,0.01189,1,0.05202
1153,544,521,170.0,0.0,7606.264360431533,0.02612,1,0.11641
1154,546,479,149.0,0.0,4591.567099280439,0.01932,1,0.08013
1155,547,546,149.0,0.0,7355.130292114312,0.02194,1,0.09598
1156,547,568,216.4,0.0,2438.190724404895,0.00966,1,0.04184
1157,547,2150,178.9,0.0,2365.3820008866987,0.01419,1,0.04558
1158,547,2745,124.4,0.0,5496.893643170519,0.00897,1,0.04843
1159,549,1230,149.0,0.0,8823.639960354267,0.02657,1,0.11618
1160,551,541,149.0,0.0,2709.0277754676645,0.00815,1,0.03567
1161,553,2489,225.0,0.0,784.7397500859987,0.00373,1,0.01212
1162,554,466,820.0,0.0,12430.130906783124,0.002,1,0.02
1163,555,565,250.0,0.0,2767.4787632045472,0.00649,1,0.04522
1164,555,565,250.0,0.0,2767.4787632045472,0.00649,1,0.04522
1165,555,2347,146.3,0.0,2698.4101419734857,0.00481,1,0.01965
1166,555,2347,146.3,0.0,2698.4101419734857,0.00481,1,0.01965
1167,556,433,149.0,0.0,10249.896213810765,0.03117,1,0.13891
1168,557,489,221.0,0.0,2564.092837500435,0.00861,1,0.0384
1169,557,538,149.0,0.0,4705.197557186553,0.01453,1,0.06359
1170,558,411,214.0,0.0,5785.890291832384,0.02501,1,0.10376
1171,558,560,197.0,0.0,7284.60773325815,0.02899,1,0.12682
1172,559,363,98.0,0.0,17447.20258485284,0.027,1,0.1542
1173,559,404,98.0,0.0,23281.973586035936,0.03537,1,0.21243
1174,560,515,169.0,0.0,8088.16779453908,0.0276,1,0.11455
1175,561,492,221.0,0.0,2463.3198115678724,0.00237,1,0.01616
1176,561,492,221.0,0.0,2463.3198115678724,0.00237,1,0.01616
1177,562,555,221.0,0.0,2755.864983658004,0.01223,1,0.08358
1178,562,555,221.0,0.0,2755.864983658004,0.01223,1,0.08358
1179,563,459,820.0,0.0,9000.713482750056,0.0062,1,0.06449
1180,564,504,250.0,0.0,1407.3927785252354,0.00522,1,0.0364
1181,564,504,250.0,0.0,1407.3927785252354,0.00522,1,0.0364
1182,564,504,250.0,0.0,1407.3927785252354,0.00522,1,0.0364
1183,564,2618,289.0,0.0,400.7987433157456,0.00303,1,0.01212
1184,565,453,300.0,0.0,2437.2424688419487,0.00473,1,0.03294
1185,565,453,300.0,0.0,2437.2424688419487,0.00473,1,0.03294
1186,565,453,300.0,0.0,2437.2424688419487,0.00473,1,0.03294
1187,566,1222,2020.0,0.0,19288.200507175516,0.00265,1,0.0321
1188,568,479,149.0,0.0,7564.111123570494,0.02022,1,0.09011
1189,568,2389,187.0,0.0,2045.8307425912424,0.00749,1,0.03132
1190,568,2389,187.0,0.0,2045.8307425912424,0.00749,1,0.03132
1191,568,2745,215.7,0.0,3077.673283096863,0.01063,1,0.04343
1192,569,729,218.0,0.0,1372.4579043959666,0.00233,1,0.01026
1193,569,761,251.0,0.0,896.2785088619128,0.00127,1,0.0072
1194,569,848,338.1,0.0,2424.6110492783378,0.00214,1,0.01488
1195,569,889,292.1,0.0,2080.6797649633368,0.00168,1,0.01119
1196,569,889,292.1,0.0,2080.6797649633368,0.00168,1,0.01119
1197,569,962,236.0,0.0,2477.9946574602523,0.00455,1,0.01936
1198,570,952,251.0,0.0,5326.542100997247,0.00757,1,0.04276
1199,571,603,214.7,0.0,8218.209642353522,0.0122,1,0.0544
1200,571,961,187.0,0.0,5076.874965199339,0.00739,1,0.03256
1201,572,622,310.0,0.0,561.9485887243682,0.00074,1,0.00543
1202,572,622,310.0,0.0,561.9485887243682,0.00074,1,0.00543
1203,572,622,310.0,0.0,561.9485887243682,0.00074,1,0.00543
1204,572,622,214.9,0.0,810.6284900165385,0.00096,1,0.00497
1205,572,653,205.0,0.0,1431.303349291966,0.00129,1,0.00791
1206,572,836,310.0,0.0,496.23218082921096,0.00065,1,0.00498
1207,572,841,187.0,0.0,3403.5780012161194,0.00495,1,0.02107
1208,573,578,251.0,0.0,2096.2423538369385,0.0011,1,0.00645
1209,573,578,217.4,0.0,2420.224612755619,0.00207,1,0.013
1210,575,841,187.0,0.0,1199.7868845794062,0.00175,1,0.00769
1211,575,851,187.0,0.0,1097.842205856091,0.0016,1,0.00704
1212,575,1007,409.0,0.0,434.8790629946536,0.00139,1,0.0061
1213,576,646,310.0,0.0,965.649853056968,0.00127,1,0.00969
1214,576,646,310.0,0.0,965.649853056968,0.00127,1,0.00969
1215,576,895,220.0,0.0,2332.6238003266817,0.00228,1,0.01405
1216,577,611,251.0,0.0,5249.590168265093,0.00746,1,0.04371
1217,578,583,187.0,0.0,2816.537869948998,0.00663,1,0.0292
1218,578,713,204.9,0.0,2716.05368505266,0.00291,1,0.01839
1219,578,855,351.0,0.0,810.9495626948831,0.00149,1,0.01095
1220,578,2588,209.6,0.0,5070.176476229844,0.00328,1,0.02224
1221,579,651,187.0,0.0,5482.640443943679,0.00798,1,0.03394
1222,579,774,187.0,0.0,5120.211635515154,0.00745,1,0.03283
1223,579,2373,208.1,0.0,2897.8700454484606,0.00269,1,0.01569
1224,580,139,187.0,0.0,6606.64989998655,0.00961,1,0.04237
1225,580,981,251.0,0.0,3911.2465248788603,0.00556,1,0.03257
1226,580,2588,186.5,0.0,3277.383767145425,0.00229,1,0.0146
1227,581,604,2219.0,0.0,3954.6580774876843,0.00031,1,0.00451
1228,581,712,2020.0,0.0,3103.7149929783786,0.00044,1,0.00534
1229,581,915,2121.3,0.0,5303.78064962108,0.0004,1,0.00642
1230,581,1004,2020.0,0.0,3984.062733701122,0.00057,1,0.00686
1231,581,2190,2149.4,0.0,5095.185318763896,0.00038,1,0.00634
1232,583,855,187.0,0.0,3079.298324863856,0.00523,1,0.02225
1233,584,587,2487.5,0.0,6204.450179941613,0.00052,1,0.00998
1234,584,612,2020.0,0.0,2527.89829911062,0.00034,1,0.00414
1235,584,784,3146.0,0.0,2957.121798711695,0.00037,1,0.00753
1236,584,784,3146.0,0.0,2957.121798711695,0.00037,1,0.00753
1237,584,899,2468.4,0.0,3045.4039375234242,0.00024,1,0.00395
1238,584,899,2468.4,0.0,3045.4039375234242,0.00024,1,0.00395
1239,584,924,2587.1,0.0,7557.230774382979,0.00068,1,0.01241
1240,584,924,2587.1,0.0,7557.230774382979,0.00068,1,0.01241
1241,584,941,2768.0,0.0,2897.091681452772,0.00034,1,0.00695
1242,585,724,251.0,0.0,3558.990231861039,0.00561,1,0.03288
1243,587,612,2419.1,0.0,8480.503531540051,0.00076,1,0.01091
1244,587,930,3146.0,0.0,2797.0729375503934,0.00029,1,0.006
1245,587,941,3146.0,0.0,4342.961512866964,0.00056,1,0.01139
1246,588,967,550.0,0.0,1441.1971959016973,0.00341,1,0.02594
1247,588,967,550.0,0.0,1441.1971959016973,0.00341,1,0.02594
1248,589,730,187.0,0.0,2250.377985373406,0.003,1,0.01323
1249,589,991,205.0,0.0,1586.748899563229,0.001,1,0.00676
1250,590,998,310.0,0.0,2403.313977181938,0.00322,1,0.02357
1251,590,998,310.0,0.0,2403.313977181938,0.00322,1,0.02357
1252,591,654,310.0,0.0,1059.0452065205513,0.0014,1,0.01063
1253,591,654,310.0,0.0,1059.0452065205513,0.0014,1,0.01063
1254,591,906,251.0,0.0,958.677917817216,0.00136,1,0.00798
1255,591,967,261.1,0.0,927.350494563737,0.00126,1,0.00759
1256,592,648,409.0,0.0,1268.5322654842844,0.00294,1,0.01659
1257,592,967,252.0,0.0,827.5280583609359,0.00046,1,0.00255
1258,592,994,310.0,0.0,1191.6736425965032,0.00157,1,0.01196
1259,592,994,310.0,0.0,1191.6736425965032,0.00157,1,0.01196
1260,592,1006,409.0,0.0,1180.9385338142995,0.00206,1,0.01564
1261,593,781,310.0,0.0,939.2125801280591,0.00165,1,0.00966
1262,593,1003,409.0,0.0,1237.7096123628742,0.00394,1,0.01736
1263,594,690,251.0,0.0,2675.4976287161885,0.00477,1,0.02699
1264,595,956,310.0,0.0,2470.3785083334315,0.00326,1,0.0248
1265,596,689,187.0,0.0,6188.958102392006,0.00381,1,0.02899
1266,596,843,251.0,0.0,2388.338325755011,0.00345,1,0.0202
1267,597,640,251.0,0.0,2139.4638064616784,0.00304,1,0.01718
1268,597,676,227.9,0.0,843.8680928146002,0.00093,1,0.00664
1269,597,776,310.0,0.0,1744.576773753494,0.0023,1,0.01751
1270,597,776,310.0,0.0,1744.576773753494,0.0023,1,0.01751
1271,597,777,224.0,0.0,1049.1682625664012,0.00139,1,0.00681
1272,597,869,187.0,0.0,1292.2599689419812,0.00188,1,0.00829
1273,597,880,225.0,0.0,1146.979871088594,0.00092,1,0.00534
1274,597,992,199.9,0.0,1244.7882831937297,0.00152,1,0.00892
1275,598,604,2768.0,0.0,3530.3617356376685,0.0004,1,0.00814
1276,598,888,2768.0,0.0,1591.816187441333,0.00018,1,0.00367
1277,598,915,3146.0,0.0,439.7574633600668,6.0e-5,1,0.00115
1278,598,915,2086.0,0.0,663.2200286341181,6.0e-5,1,0.00086
1279,598,2225,1983.8,0.0,4340.954545898553,0.00028,1,0.00506
1280,599,853,409.0,0.0,678.2883154913496,0.00114,1,0.00836
1281,599,853,409.0,0.0,678.2883154913496,0.00114,1,0.00836
1282,599,853,409.0,0.0,678.2883154913496,0.00114,1,0.00836
1283,599,853,227.6,0.0,1218.892447433928,0.00123,1,0.00818
1284,599,869,204.1,0.0,3938.6299103550223,0.00572,1,0.03117
1285,600,700,251.0,0.0,4207.79639975409,0.00598,1,0.03504
1286,600,831,251.0,0.0,5948.846526213216,0.00758,1,0.04445
1287,601,701,600.0,0.0,1214.8702437915272,0.0031,1,0.0236
1288,601,701,600.0,0.0,1214.8702437915272,0.0031,1,0.0236
1289,601,852,326.0,0.0,2697.009713133127,0.00323,1,0.01856
1290,601,852,326.0,0.0,2697.009713133127,0.00323,1,0.01856
1291,602,668,2020.0,0.0,8924.263368152497,0.00127,1,0.01539
1292,602,1004,1965.6,0.0,8193.808595547183,0.00048,1,0.00879
1293,602,2062,2152.3,0.0,12336.982150094125,0.00091,1,0.0159
1294,602,2190,2149.2,0.0,6410.663305899356,0.00048,1,0.00932
1295,603,2340,214.1,0.0,5476.167774714685,0.00595,1,0.03546
1296,604,727,2768.0,0.0,4935.655485925167,0.00054,1,0.01097
1297,604,807,2295.0,0.0,4816.165455654091,0.00078,1,0.00944
1298,604,970,2020.0,0.0,1371.2540099702112,0.00019,1,0.00235
1299,604,974,2034.0,0.0,2118.928957421349,0.00013,1,0.00219
1300,604,977,2312.6,0.0,12711.836045500298,0.00102,1,0.0162
1301,604,1004,2156.0,0.0,977.8602995025407,8.0e-5,1,0.00141
1302,604,1887,2070.0,0.0,2217.034804807784,0.00015,1,0.00277
1303,604,1914,2034.0,0.0,8209.76320479228,0.00064,1,0.01111
1304,604,2190,2209.8,0.0,1949.217495570277,0.00013,1,0.0025
1305,606,230,2768.0,0.0,4727.406164614315,0.00053,1,0.01087
1306,606,844,2295.0,0.0,3650.617585983699,0.00059,1,0.00713
1307,606,888,2295.0,0.0,4349.449329883282,0.0007,1,0.0085
1308,606,1777,2768.0,0.0,12623.17822555369,0.00142,1,0.02903
1309,609,1743,186.0,0.0,9559.970983267636,0.013,1,0.054
1310,609,1825,186.0,0.0,6143.483606999378,0.013,1,0.054
1311,610,721,310.0,0.0,669.4471153231918,0.00088,1,0.00647
1312,610,895,310.0,0.0,891.6286593162941,0.00118,1,0.00895
1313,610,895,310.0,0.0,891.6286593162941,0.00118,1,0.00895
1314,611,771,251.0,0.0,3823.266612799374,0.00543,1,0.03069
1315,612,744,2020.0,0.0,2198.632077611799,0.00034,1,0.0041
1316,612,1992,2173.8,0.0,1892.0761271866818,0.00016,1,0.00258
1317,616,952,251.0,0.0,3577.224860900448,0.00507,1,0.02868
1318,617,1768,137.0,0.0,4235.438325198763,0.00719,1,0.04106
1319,618,581,2020.0,0.0,1951.3543483525837,0.00028,1,0.00336
1320,618,633,2186.2,0.0,5072.020435979117,0.00032,1,0.00611
1321,618,844,2020.0,0.0,5513.116462466018,0.00078,1,0.0095
1322,618,930,3146.0,0.0,4315.227666266872,0.0005,1,0.01016
1323,618,1887,2076.1,0.0,775.9680691032179,8.0e-5,1,0.00145
1324,618,2059,2018.7,0.0,4943.076827977042,0.00044,1,0.00679
1325,619,673,409.0,0.0,521.6552283947733,0.00095,1,0.00721
1326,619,673,409.0,0.0,521.6552283947733,0.00095,1,0.00721
1327,619,673,409.0,0.0,521.6552283947733,0.00095,1,0.00721
1328,619,673,409.0,0.0,521.6552283947733,0.00095,1,0.00721
1329,619,673,217.3,0.0,981.8545256026797,0.00115,1,0.00627
1330,619,691,409.0,0.0,508.5764079100773,0.00084,1,0.00642
1331,619,780,256.3,0.0,1967.4361350346442,0.00335,1,0.01944
1332,620,676,187.0,0.0,1405.828885786573,0.00204,1,0.00902
1333,620,676,218.4,0.0,1203.7087987275145,0.00194,1,0.01155
1334,620,951,251.0,0.0,781.6585662272557,0.00111,1,0.00651
1335,621,897,310.0,0.0,3623.403382875071,0.00459,1,0.03488
1336,622,653,310.0,0.0,891.9139196899513,0.00114,1,0.00868
1337,622,678,227.7,0.0,1221.5576188271245,0.00113,1,0.00716
1338,624,695,310.0,0.0,3229.26389390539,0.0043,1,0.03272
1339,624,721,187.8,0.0,6269.382745296223,0.00426,1,0.02434
1340,624,871,251.0,0.0,2594.862767779303,0.00369,1,0.02161
1341,625,779,225.2,0.0,6237.831276038161,0.00647,1,0.04078
1342,625,814,187.0,0.0,15077.986750137927,0.02194,1,0.09333
1343,625,908,187.0,0.0,16827.21810381166,0.02449,1,0.10791
1344,625,2439,279.0,0.0,6726.698167220169,0.00483,1,0.03306
1345,629,686,310.0,0.0,1444.9281710026369,0.00181,1,0.01379
1346,629,686,310.0,0.0,1444.9281710026369,0.00181,1,0.01379
1347,629,909,409.0,0.0,656.3475602764051,0.00152,1,0.00891
1348,630,868,187.0,0.0,3743.955812263119,0.00866,1,0.03817
1349,631,711,251.0,0.0,5071.755732334192,0.00516,1,0.03024
1350,631,908,221.0,0.0,2715.6292721593927,0.0068,1,0.039
1351,632,636,251.0,0.0,1541.083101567135,0.00219,1,0.01283
1352,632,870,409.0,0.0,923.1538508507995,0.00214,1,0.01253
1353,632,966,409.0,0.0,462.6782338623957,0.00107,1,0.00605
1354,632,966,213.3,0.0,887.1795482874817,0.00112,1,0.0079
1355,633,842,2768.0,0.0,582.8577357778457,7.0e-5,1,0.00134
1356,633,842,1834.6,0.0,879.4016203167323,8.0e-5,1,0.00142
1357,633,844,2218.8,0.0,1015.8595327471169,9.0e-5,1,0.00155
1358,633,862,2020.0,0.0,4947.086408302534,0.0007,1,0.00853
1359,633,989,2020.0,0.0,1373.3900360969549,0.0002,1,0.00237
1360,635,742,211.2,0.0,949.7383366003406,0.00068,1,0.00374
1361,635,891,191.3,0.0,1359.715137565613,0.00108,1,0.00608
1362,635,987,212.7,0.0,782.8912379572439,0.00099,1,0.00657
1363,635,993,187.0,0.0,1242.898377625322,0.00181,1,0.00797
1364,635,993,203.0,0.0,1144.935943920863,0.00115,1,0.00776
1365,636,725,251.0,0.0,2028.7203509674257,0.00288,1,0.01629
1366,636,758,187.0,0.0,3622.2148508117343,0.00527,1,0.02323
1367,636,780,212.5,0.0,934.3227828137275,0.00081,1,0.00502
1368,636,973,187.0,0.0,3097.0556762279716,0.00451,1,0.01917
1369,637,883,251.0,0.0,3204.0941420063714,0.00569,1,0.03217
1370,637,886,251.0,0.0,1067.0740375827804,0.0048,1,0.02814
1371,637,886,297.0,0.0,901.803311223158,0.00133,1,0.00705
1372,638,837,251.0,0.0,549.8425257262073,0.00328,1,0.01851
1373,638,837,321.0,0.0,429.93917120647365,0.00033,1,0.00218
1374,638,837,321.0,0.0,429.93917120647365,0.00033,1,0.00218
1375,638,923,251.0,0.0,3871.4572415754437,0.00614,1,0.03602
1376,638,935,221.7,0.0,4049.496420318683,0.00436,1,0.02194
1377,640,670,187.0,0.0,1902.5855180310243,0.00277,1,0.0122
1378,640,737,180.7,0.0,1098.2661506799939,0.00063,1,0.00341
1379,640,778,187.0,0.0,1300.3994268126016,0.00189,1,0.00834
1380,640,819,215.2,0.0,1094.0937262790192,0.00079,1,0.00564
1381,640,849,224.8,0.0,576.8018807465376,0.00074,1,0.00485
1382,640,851,251.0,0.0,1176.820681211955,0.00167,1,0.0098
1383,640,1007,201.8,0.0,629.9345560448846,0.00055,1,0.00299
1384,641,804,251.0,0.0,3522.877633762099,0.00494,1,0.02894
1385,642,734,251.0,0.0,4516.129890863823,0.00539,1,0.03162
1386,643,801,245.0,0.0,3176.7624892043054,0.00274,1,0.01826
1387,643,838,251.0,0.0,2107.064155782703,0.00299,1,0.01754
1388,643,960,310.0,0.0,1136.9926178522503,0.0015,1,0.01141
1389,643,960,310.0,0.0,1136.9926178522503,0.0015,1,0.01141
1390,644,912,310.0,0.0,1824.4002901936205,0.00329,1,0.025
1391,646,940,291.0,0.0,1422.4965054194024,0.00234,1,0.01373
1392,647,593,310.0,0.0,727.4983035555139,0.00096,1,0.00703
1393,647,593,310.0,0.0,727.4983035555139,0.00096,1,0.00703
1394,647,673,409.0,0.0,445.9823191804433,0.00078,1,0.00569
1395,647,673,409.0,0.0,445.9823191804433,0.00078,1,0.00569
1396,647,673,205.3,0.0,888.4888872128655,0.00087,1,0.00518
1397,648,979,310.0,0.0,3581.855291679907,0.00529,1,0.04026
1398,648,1000,187.0,0.0,8183.6495072823145,0.01191,1,0.05066
1399,649,743,409.0,0.0,1330.3939398216405,0.00308,1,0.0174
1400,649,879,409.0,0.0,1150.4678435829585,0.00266,1,0.01561
1401,650,777,310.0,0.0,428.3727214994784,0.00057,1,0.00414
1402,650,819,204.2,0.0,925.6681039888153,0.00101,1,0.00666
1403,650,890,310.0,0.0,424.7045571587068,0.00056,1,0.00426
1404,650,890,310.0,0.0,424.7045571587068,0.00056,1,0.00426
1405,650,890,238.0,0.0,553.1866080638619,0.00051,1,0.00291
1406,651,2340,188.4,0.0,13484.28330721545,0.01098,1,0.04945
1407,651,2373,222.1,0.0,2573.3623481615687,0.00231,1,0.01519
1408,652,844,2295.0,0.0,1416.53286536566,0.00023,1,0.00277
1409,652,1895,2239.4,0.0,1970.9760255203319,0.00016,1,0.00268
1410,653,622,310.0,0.0,891.9139196899513,0.00114,1,0.00868
1411,653,622,310.0,0.0,891.9139196899513,0.00114,1,0.00868
1412,653,622,310.0,0.0,891.9139196899513,0.00114,1,0.00868
1413,653,622,310.0,0.0,891.9139196899513,0.00114,1,0.00868
1414,653,678,310.0,0.0,885.0279039233363,0.00117,1,0.00856
1415,653,678,310.0,0.0,885.0279039233363,0.00117,1,0.00856
1416,653,687,233.0,0.0,3586.0230718484845,0.00214,1,0.01272
1417,654,747,251.0,0.0,3541.3228187845225,0.00503,1,0.02843
1418,654,1005,310.0,0.0,1779.300270555628,0.00236,1,0.01795
1419,654,1005,310.0,0.0,1779.300270555628,0.00236,1,0.01795
1420,654,1005,310.0,0.0,1779.300270555628,0.00236,1,0.01795
1421,654,1005,310.0,0.0,1779.300270555628,0.00236,1,0.01795
1422,655,696,187.0,0.0,1453.3005711420496,0.00212,1,0.009
1423,655,800,235.0,0.0,3306.3068524456253,0.00604,1,0.02664
1424,655,950,251.0,0.0,2490.874184299397,0.00354,1,0.02074
1425,656,813,310.0,0.0,1094.0049642439344,0.00144,1,0.01098
1426,656,813,310.0,0.0,1094.0049642439344,0.00144,1,0.01098
1427,656,891,310.0,0.0,805.8264078190437,0.00106,1,0.00809
1428,656,891,310.0,0.0,805.8264078190437,0.00106,1,0.00809
1429,656,891,251.0,0.0,995.2437706131615,0.00108,1,0.00709
1430,657,873,251.0,0.0,1498.0006227769804,0.00213,1,0.01247
1431,658,748,251.0,0.0,3168.3650227411126,0.0045,1,0.02638
1432,658,802,206.1,0.0,7242.207320986518,0.00464,1,0.03185
1433,659,836,310.0,0.0,674.5555334258181,0.00089,1,0.00652
1434,659,836,310.0,0.0,674.5555334258181,0.00089,1,0.00652
1435,659,903,251.0,0.0,841.0770086970086,0.00119,1,0.007
1436,660,681,187.0,0.0,11829.695797139213,0.01714,1,0.07289
1437,660,793,187.0,0.0,7132.591665520241,0.01038,1,0.04415
1438,660,858,242.8,0.0,9014.522858370063,0.0094,1,0.06018
1439,661,743,251.0,0.0,6115.901333967601,0.00674,1,0.0395
1440,661,766,187.0,0.0,6819.041786243733,0.00858,1,0.0378
1441,661,2652,306.6,0.0,964.6462155342972,0.00138,1,0.00832
1442,662,770,310.0,0.0,3883.724825802947,0.00513,1,0.03755
1443,663,949,251.0,0.0,2689.1176033076144,0.0025,1,0.01413
1444,664,622,310.0,0.0,817.0966453410078,0.00108,1,0.0079
1445,664,622,310.0,0.0,817.0966453410078,0.00108,1,0.0079
1446,664,772,310.0,0.0,1507.755829310172,0.00199,1,0.01514
1447,664,772,310.0,0.0,1507.755829310172,0.00199,1,0.01514
1448,665,764,251.0,0.0,807.2318811958314,0.00157,1,0.00695
1449,665,764,228.0,0.0,888.6631674568144,0.00057,1,0.00327
1450,665,937,187.0,0.0,2007.846948128144,0.00292,1,0.01288
1451,666,982,251.0,0.0,8332.179087638391,0.00988,1,0.05791
1452,666,2172,209.2,0.0,5182.414568610831,0.00428,1,0.02299
1453,666,2210,221.0,0.0,1187.819956429311,0.0017,1,0.00776
1454,667,753,187.0,0.0,3902.3987257797407,0.00604,1,0.02658
1455,667,802,233.0,0.0,8193.710070217076,0.00681,1,0.04792
1456,668,787,2020.0,0.0,6108.617306788388,0.00087,1,0.01049
