Resource,Zone,Model,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Ramp_Up_Percentage,Ramp_Dn_Percentage,region,cluster
COAL_13290_GF,2612,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13290_GF,2612,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13199_GF,2521,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13199_GF,2521,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13199_GF,2521,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13199_GF,2521,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_3004_GF,253,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_3004_GF,253,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_3004_GF,253,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_3004_GF,253,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13409_GF,2731,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13409_GF,2731,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13409_GF,2731,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13409_GF,2731,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13170_GF,2492,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13170_GF,2492,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13170_GF,2492,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13170_GF,2492,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13197_GF,2519,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13197_GF,2519,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13197_GF,2519,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13197_GF,2519,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13056_GF,2378,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13056_GF,2378,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13056_GF,2378,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13056_GF,2378,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_3063_GF,309,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_3063_GF,309,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_3063_GF,309,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_3063_GF,309,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12733_GF,2082,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12733_GF,2082,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12733_GF,2082,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12733_GF,2082,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_4177_GF,548,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_4177_GF,548,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_4177_GF,548,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_4177_GF,548,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13185_GF,2507,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13185_GF,2507,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13185_GF,2507,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13185_GF,2507,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13043_GF,2365,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13043_GF,2365,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13043_GF,2365,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13043_GF,2365,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13017_GF,2339,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13017_GF,2339,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13017_GF,2339,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13017_GF,2339,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_3074_GF,320,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_3074_GF,320,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_3074_GF,320,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_3074_GF,320,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_2091_GF,211,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_2091_GF,211,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_2091_GF,211,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_2091_GF,211,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_2089_GF,209,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_2089_GF,209,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_2089_GF,209,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_2089_GF,209,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_1023_GF,23,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_1023_GF,23,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_1023_GF,23,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_1023_GF,23,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12966_GF,2288,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12966_GF,2288,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12966_GF,2288,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12966_GF,2288,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13014_GF,2336,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13014_GF,2336,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13014_GF,2336,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13014_GF,2336,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12940_GF,2262,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12940_GF,2262,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12940_GF,2262,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12940_GF,2262,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12773_GF,2114,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12773_GF,2114,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12773_GF,2114,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12773_GF,2114,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12802_GF,2136,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12802_GF,2136,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12802_GF,2136,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12802_GF,2136,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13058_GF,2380,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13058_GF,2380,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13058_GF,2380,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13058_GF,2380,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_3086_GF,332,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_3086_GF,332,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_3086_GF,332,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_3086_GF,332,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_3087_GF,333,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_3087_GF,333,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_3087_GF,333,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_3087_GF,333,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12809_GF,2143,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12809_GF,2143,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12809_GF,2143,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12809_GF,2143,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12815_GF,2149,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12815_GF,2149,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12815_GF,2149,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12815_GF,2149,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_1066_GF,63,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_1066_GF,63,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_1066_GF,63,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_1066_GF,63,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13352_GF,2674,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13352_GF,2674,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13352_GF,2674,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13352_GF,2674,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12959_GF,2281,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12959_GF,2281,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12959_GF,2281,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12959_GF,2281,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12908_GF,2230,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12908_GF,2230,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12908_GF,2230,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12908_GF,2230,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12756_GF,2103,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12756_GF,2103,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12756_GF,2103,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12756_GF,2103,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12899_GF,2222,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12899_GF,2222,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12899_GF,2222,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12899_GF,2222,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_3098_GF,343,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_3098_GF,343,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_3098_GF,343,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_3098_GF,343,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13362_GF,2684,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13362_GF,2684,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13362_GF,2684,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13362_GF,2684,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_1021_GF,21,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_1021_GF,21,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_1021_GF,21,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_1021_GF,21,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13360_GF,2682,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13360_GF,2682,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13360_GF,2682,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13360_GF,2682,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_3112_GF,357,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_3112_GF,357,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_3112_GF,357,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_3112_GF,357,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_13160_GF,2482,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_13160_GF,2482,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_13160_GF,2482,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_13160_GF,2482,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12845_GF,2174,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12845_GF,2174,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12845_GF,2174,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12845_GF,2174,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12938_GF,2260,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12938_GF,2260,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12938_GF,2260,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12938_GF,2260,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12856_GF,2184,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12856_GF,2184,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12856_GF,2184,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12856_GF,2184,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12859_GF,2186,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12859_GF,2186,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12859_GF,2186,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12859_GF,2186,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12839_GF,2170,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12839_GF,2170,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12839_GF,2170,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12839_GF,2170,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_3095_GF,340,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_3095_GF,340,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_3095_GF,340,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_3095_GF,340,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12812_GF,2146,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12812_GF,2146,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12812_GF,2146,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12812_GF,2146,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12800_GF,2135,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12800_GF,2135,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12800_GF,2135,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12800_GF,2135,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_12977_GF,2299,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_12977_GF,2299,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_12977_GF,2299,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_12977_GF,2299,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
NG_CT_2071_GF,192,2,1,0,0.0,-1,-1,100900.0,25700.0,6.94,9.717,TX_NG,0.3,0.9,0.9,TX,1
NG_CCGT_2071_GF,192,2,1,0,0.0,-1,-1,112900.0,33500.0,2.12,6.316,TX_NG,0.4,0.64,0.64,TX,1
COAL_2071_GF,192,2,1,0,0.0,-1,-1,278300.0,85300.0,9.18,8.419,TX_coal,0.4,0.3,0.3,TX,1
NUC_2071_GF,192,2,1,0,0.0,-1,-1,508200.0,175000.0,2.8,10.497,Nuclear,0.9,0.05,0.05,TX,1
