Branch
Nom kV (Max),From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Lim MVA,% of MVA Limit (Max),MW Loss
115.0,8107,SCROGGINS 0,8142,MOUNT VERNON 0,2,Closed,Line,NO,-85.0,151.0,58.8,0.74
115.0,7087,SUGAR LAND 1 0,7336,STAFFORD 0,6,Closed,Line,NO,116.6,200.0,58.8,0.22
115.0,7087,SUGAR LAND 1 0,7336,STAFFORD 0,7,Closed,Line,NO,116.6,200.0,58.8,0.22
115.0,7087,SUGAR LAND 1 0,7336,STAFFORD 0,8,Closed,Line,NO,116.6,200.0,58.8,0.22
230.0,3041,SILVER 0,1111,IND W TWFV 8_230,1,Closed,Line,NO,-241.5,432.0,58.7,1.10
115.0,6174,SAN ANTONIO 10 0,6312,SAN ANTONIO 8 0,2,Closed,Line,NO,-97.8,171.6,58.7,0.13
115.0,6174,SAN ANTONIO 10 0,6312,SAN ANTONIO 8 0,1,Closed,Line,NO,-97.8,171.6,58.7,0.13
115.0,4170,ARANSAS PASS 0,4108,INGLESIDE 0,1,Closed,Line,NO,-86.2,149.0,58.6,0.58
161.0,13237,GAINSVILLE 1 1,13390,GAINSVILLE 2 1,1,Closed,Line,NO,125.3,227.6,58.6,0.24
500.0,6257,AUSTIN 2 3,6254,AUSTIN 2 0,1,Closed,Transformer,YES,119.6,215.3,58.6,0.12
161.0,5014,DECATUR 0,5455,ALVORD 0,1,Closed,Line,NO,-140.7,251.0,58.6,1.18
161.0,2114,PARIS 1 1,13114,DEPORT 1 1,1,Closed,Line,NO,-221.6,385.0,58.6,1.74
161.0,2114,PARIS 1 1,13114,DEPORT 1 1,2,Closed,Line,NO,-221.6,385.0,58.6,1.74
115.0,13063,RIO GRANDE CITY 2 1,13428,RIO GRANDE CITY 6 1,2,Closed,Line,NO,-150.2,260.0,58.6,0.16
115.0,13063,RIO GRANDE CITY 2 1,13428,RIO GRANDE CITY 6 1,1,Closed,Line,NO,-150.2,260.0,58.6,0.16
115.0,7054,HOUSTON 11 0,13358,HOUSTON 92 1,1,Closed,Line,NO,-74.0,130.2,58.5,0.01
115.0,6098,AUSTIN 12 0,6208,AUSTIN 15 0,1,Closed,Line,NO,23.4,130.0,58.5,0.39
230.0,6039,AUSTIN 3 1,6350,AUSTIN 1 1,1,Closed,Line,NO,-258.8,454.0,58.5,0.62
115.0,4165,SARITA 2 0,13131,SARITA 4 1,1,Closed,Line,NO,-127.1,220.0,58.5,0.77
115.0,6241,ELMENDORF 2,13126,ELMENDORF 1 1,1,Closed,Line,NO,62.2,109.0,58.4,0.36
500.0,7304,WHARTON 1 0,12574,WHARTON 3 500,1,Closed,Line,NO,-1574.4,2698.0,58.4,0.00
115.0,12834,PECOS 1 1,13302,PECOS 2 1,1,Closed,Line,NO,-166.1,291.0,58.4,3.31
161.0,5259,LAVON 0,5412,WYLIE 0,2,Closed,Line,NO,180.8,311.0,58.4,0.64
115.0,4038,BEEVILLE 0,4169,MATHIS 0,2,Closed,Line,NO,-125.2,218.0,58.4,1.47
115.0,4038,BEEVILLE 0,4169,MATHIS 0,1,Closed,Line,NO,-125.2,218.0,58.4,1.47
115.0,3128,LORAINE 2 0,3129,ROSCOE 3 0,1,Closed,Line,NO,73.7,136.0,58.3,0.18
500.0,5394,ALBANY 1 0,12883,FLOYDADA 1 500,1,Closed,Line,NO,-1810.9,3197.4,58.3,49.54
500.0,5394,ALBANY 1 0,12883,FLOYDADA 1 500,2,Closed,Line,NO,-1810.9,3197.4,58.3,49.54
230.0,1004,O DONNELL 1 1,1127,IND W TWFV 16_230,1,Closed,Line,NO,318.4,547.0,58.2,3.68
161.0,5250,DALLAS 5 0,5100,DALLAS 11 0,1,Closed,Line,NO,237.0,409.0,58.2,0.68
161.0,5250,DALLAS 5 0,5100,DALLAS 11 0,3,Closed,Line,NO,237.0,409.0,58.2,0.68
161.0,5250,DALLAS 5 0,5100,DALLAS 11 0,2,Closed,Line,NO,237.0,409.0,58.2,0.68
115.0,3126,SABINAL 0,3005,LEAKEY 0,1,Closed,Line,NO,125.9,220.0,58.2,3.43
115.0,3070,NOLAN 0,3103,SWEETWATER 5 0,2,Closed,Line,NO,-102.3,179.5,58.2,0.92
115.0,3070,NOLAN 0,3103,SWEETWATER 5 0,1,Closed,Line,NO,-102.3,179.5,58.2,0.92
115.0,3012,WILLOW CITY 0,6226,BLANCO 0,1,Closed,Line,NO,77.8,134.0,58.1,1.04
161.0,5153,PARADISE 0,13330,KRUM 1 1,1,Closed,Line,NO,180.0,315.4,58.1,3.01
115.0,4182,TAFT 1 1,13167,TAFT 3 1,1,Closed,Line,NO,-129.9,225.0,58.1,0.59
161.0,2033,LEONARD 0,13268,WOLFE CITY 1 1,1,Closed,Line,NO,-122.7,212.6,58.1,0.41
115.0,6024,AUSTIN 10 0,6113,AUSTIN 20 0,1,Closed,Line,NO,18.8,121.2,58.0,0.22
161.0,5359,RIESEL 1 1,5276,MART 0,1,Closed,Line,NO,-143.7,251.0,58.0,1.09
230.0,1111,IND W TWFV 8_230,1119,IND W TWFV 12_230,1,Closed,Line,NO,-390.6,686.0,58.0,2.75
230.0,1111,IND W TWFV 8_230,1119,IND W TWFV 12_230,3,Closed,Line,NO,-390.6,686.0,58.0,2.75
230.0,1111,IND W TWFV 8_230,1119,IND W TWFV 12_230,2,Closed,Line,NO,-390.6,686.0,58.0,2.75
115.0,3007,MERKEL 3 0,3099,DYESS AFB 0,1,Closed,Line,NO,72.3,124.7,58.0,0.24
230.0,1103,IND W TWFV 4_230,1119,IND W TWFV 12_230,1,Closed,Line,NO,402.5,697.9,58.0,2.80
500.0,12574,WHARTON 3 500,12640,EL CAMPO 2 500,1,Closed,Line,NO,-1795.0,3108.0,57.9,6.05
115.0,3052,HUNT 0,3093,ROCKSPRINGS 0,1,Closed,Line,NO,-66.0,127.0,57.9,1.90
230.0,1053,MONAHANS 1 6,1093,IND W TWFV 0_230,1,Closed,Line,NO,287.7,496.9,57.9,2.32
115.0,6100,ADKINS 0,6283,SAINT HEDWIG 0,1,Closed,Line,NO,43.5,98.0,57.9,0.18
500.0,6067,MARION 1 1,6066,MARION 1 0,1,Closed,Transformer,YES,-641.5,1115.0,57.9,0.67
115.0,8012,ANDERSON 0,8032,SHIRO 2,1,Closed,Line,NO,-140.9,248.0,57.9,1.72
115.0,4012,PROGRESO 0,4121,SANTA MARIA 0,1,Closed,Line,NO,-54.7,98.0,57.9,0.39
500.0,5385,DALLAS 3 1,5384,DALLAS 3 0,1,Closed,Transformer,YES,-889.7,1538.0,57.9,0.31
500.0,5385,DALLAS 3 1,5384,DALLAS 3 0,2,Closed,Transformer,YES,-889.7,1538.0,57.9,0.31
115.0,3093,ROCKSPRINGS 0,3010,CAMP WOOD 0,1,Closed,Line,NO,-72.9,133.0,57.8,1.38
115.0,7337,EDNA 0,6122,HALLETTSVILLE 0,1,Closed,Line,NO,55.5,98.0,57.8,0.72
115.0,4007,MCALLEN 2 0,4122,MCALLEN 1 0,1,Closed,Line,NO,126.4,221.0,57.7,0.72
161.0,5274,WILMER 0,5313,HUTCHINS 0,1,Closed,Line,NO,-134.1,232.9,57.7,0.12
161.0,2108,ROCHESTER 0,12965,WEINERT 1 1,1,Closed,Line,NO,-144.1,250.7,57.6,0.31
161.0,5347,CISCO 0,5008,ALBANY 2 0,1,Closed,Line,NO,-104.7,187.0,57.6,1.27
115.0,8045,FAIRFIELD 1 2,8091,WORTHAM 0,1,Closed,Line,NO,-145.0,262.0,57.5,4.86
115.0,6127,CAMERON 0,6237,BURLINGTON 0,1,Closed,Line,NO,-122.5,220.0,57.5,2.19
230.0,4131,PEARSALL 0,6308,HONDO 0,2,Closed,Line,NO,349.6,608.0,57.5,8.92
230.0,4131,PEARSALL 0,6308,HONDO 0,1,Closed,Line,NO,349.6,608.0,57.5,8.92
161.0,5153,PARADISE 0,12555,POOLVILLE 1 1,1,Closed,Line,NO,-276.1,488.0,57.5,1.77
161.0,5153,PARADISE 0,12555,POOLVILLE 1 1,2,Closed,Line,NO,-276.1,488.0,57.5,1.77
161.0,5185,RHOME 0,5044,BOYD 0,1,Closed,Line,NO,-171.6,310.0,57.5,0.99
161.0,5185,RHOME 0,5044,BOYD 0,2,Closed,Line,NO,-171.6,310.0,57.5,0.99
161.0,5341,LEWISVILLE 1 0,5095,LAKE DALLAS 0,1,Closed,Line,NO,-135.3,265.0,57.5,0.58
115.0,13087,FORT STOCKTON 5 1,13364,GIRVIN 1 1,1,Closed,Line,NO,83.3,145.4,57.4,0.43
230.0,7424,ALVIN 2,7423,ALVIN 1,3,Closed,Transformer,YES,-119.2,213.0,57.4,0.15
230.0,7424,ALVIN 2,7423,ALVIN 1,2,Closed,Transformer,YES,-119.2,213.0,57.4,0.15
230.0,7424,ALVIN 2,7423,ALVIN 1,1,Closed,Transformer,YES,-119.2,213.0,57.4,0.15
230.0,7229,HOUSTON 90 2,7228,HOUSTON 90 1,2,Closed,Transformer,YES,-266.0,467.0,57.4,0.30
230.0,7229,HOUSTON 90 2,7228,HOUSTON 90 1,1,Closed,Transformer,YES,-266.0,467.0,57.4,0.30
230.0,7229,HOUSTON 90 2,7228,HOUSTON 90 1,3,Closed,Transformer,YES,-266.0,467.0,57.4,0.30
230.0,12664,SNYDER 4 230,12788,LAMESA 1 230,1,Closed,Line,NO,341.5,595.0,57.4,3.88
230.0,6344,ROUND ROCK 3 2,6343,ROUND ROCK 3 1,1,Closed,Transformer,YES,-228.7,400.0,57.4,0.15
230.0,6344,ROUND ROCK 3 2,6343,ROUND ROCK 3 1,2,Closed,Transformer,YES,-228.7,400.0,57.4,0.15
500.0,7016,HOUSTON 9 0,12648,HOUSTON 9 500,1,Closed,Transformer,YES,-381.8,673.0,57.4,0.14
500.0,7016,HOUSTON 9 0,12648,HOUSTON 9 500,2,Closed,Transformer,YES,-381.8,673.0,57.4,0.14
161.0,5249,FORT WORTH 29 0,5022,ALEDO 1 1,1,Closed,Line,NO,-232.6,409.0,57.3,0.93
161.0,5249,FORT WORTH 29 0,5022,ALEDO 1 1,2,Closed,Line,NO,-232.6,409.0,57.3,0.93
161.0,5248,BEDFORD 1 0,5483,NORTH RICHLAND HILLS 1 0,1,Closed,Line,NO,-106.8,187.0,57.3,0.39
115.0,3108,KEMPNER 0,3147,LAMPASAS 0,1,Closed,Line,NO,-55.1,98.0,57.3,1.04
115.0,3049,ANSON 0,12996,HAMLIN 1 1,1,Closed,Line,NO,-74.2,130.0,57.3,0.27
161.0,5429,FORT WORTH 18 0,5332,FORT WORTH 16 0,1,Closed,Line,NO,-104.8,187.0,57.3,0.35
161.0,5472,THROCKMORTON 0,13012,THROCKMORTON 1 1,1,Closed,Line,NO,-196.9,346.2,57.3,1.41
161.0,5472,THROCKMORTON 0,13012,THROCKMORTON 1 1,3,Closed,Line,NO,-196.9,346.2,57.3,1.41
161.0,5472,THROCKMORTON 0,13012,THROCKMORTON 1 1,4,Closed,Line,NO,-196.9,346.2,57.3,1.41
161.0,5472,THROCKMORTON 0,13012,THROCKMORTON 1 1,2,Closed,Line,NO,-196.9,346.2,57.3,1.41
500.0,6297,CEDAR CREEK 1 5,6292,CEDAR CREEK 1 0,1,Closed,Transformer,YES,124.8,243.3,57.3,0.09
161.0,5330,ARLINGTON 4 0,5433,FORT WORTH 3 0,1,Closed,Line,NO,-176.5,310.0,57.2,0.89
115.0,6227,AUSTIN 24 0,6223,AUSTIN 27 1,2,Closed,Line,NO,-142.5,250.0,57.2,0.47
115.0,6227,AUSTIN 24 0,6223,AUSTIN 27 1,1,Closed,Line,NO,-142.5,250.0,57.2,0.47
500.0,12754,TRUSCOTT 1 1,12755,TRUSCOTT 1 500,1,Closed,Transformer,YES,492.1,864.0,57.1,0.23
500.0,12754,TRUSCOTT 1 1,12755,TRUSCOTT 1 500,2,Closed,Transformer,YES,492.1,864.0,57.1,0.23
115.0,3033,SNYDER 1 0,3022,COLORADO CITY 0,1,Closed,Line,NO,193.5,342.0,57.1,23.24
161.0,2020,WICHITA FALLS 6 0,2036,WICHITA FALLS 7 0,1,Closed,Line,NO,-130.1,229.7,57.1,0.15
161.0,5064,ARLINGTON 1 1,5232,ARLINGTON 7 0,1,Closed,Line,NO,146.3,256.3,57.1,0.70
115.0,13274,MCCAMEY 5 1,13364,GIRVIN 1 1,1,Closed,Line,NO,73.3,129.2,57.0,0.40
115.0,7089,HOUSTON 82 0,7385,HOUSTON 75 0,1,Closed,Line,NO,2.5,120.5,57.0,0.21
115.0,3114,SAN ANGELO 2 0,13198,CHRISTOVAL 1 1,1,Closed,Line,NO,-91.0,165.0,57.0,0.76
115.0,4019,MERCEDES 0,4121,SANTA MARIA 0,2,Closed,Line,NO,13.6,109.4,57.0,0.04
115.0,1088,MCCAMEY 2 0,13415,MCCAMEY 6 1,1,Closed,Line,NO,-69.8,124.8,57.0,0.41
230.0,7161,HOUSTON 5 2,7160,HOUSTON 5 1,2,Closed,Transformer,YES,-236.0,418.0,57.0,0.20
230.0,7161,HOUSTON 5 2,7160,HOUSTON 5 1,3,Closed,Transformer,YES,-236.0,418.0,57.0,0.20
230.0,7161,HOUSTON 5 2,7160,HOUSTON 5 1,1,Closed,Transformer,YES,-236.0,418.0,57.0,0.20
500.0,5047,MANSFIELD 0,12528,FORT WORTH 3 500,1,Closed,Line,NO,1169.9,2070.0,56.9,2.01
230.0,6171,SAN ANTONIO 52 2,6170,SAN ANTONIO 52 1,1,Closed,Transformer,YES,-164.9,297.0,56.9,0.16
230.0,12667,ODESSA 2 230,1053,MONAHANS 1 6,1,Closed,Line,NO,-277.7,498.7,56.8,3.26
115.0,8104,NAVASOTA 0,8012,ANDERSON 0,1,Closed,Line,NO,-130.8,239.0,56.8,2.45
115.0,13128,RIO HONDO 1 1,13296,BROWNSVILLE 4 1,2,Closed,Line,NO,110.2,194.0,56.8,1.93
115.0,13128,RIO HONDO 1 1,13296,BROWNSVILLE 4 1,1,Closed,Line,NO,110.2,194.0,56.8,1.93
115.0,6180,LA VERNIA 0,6125,SUTHERLAND SPRINGS 0,1,Closed,Line,NO,-82.8,149.0,56.8,0.42
500.0,12623,BASTROP 1 4,12621,BASTROP 1 500,1,Closed,Transformer,YES,117.8,210.1,56.8,0.05
115.0,6290,AUSTIN 21 0,6331,AUSTIN 22 0,1,Closed,Line,NO,90.8,221.0,56.8,0.26
115.0,6290,AUSTIN 21 0,6331,AUSTIN 22 0,2,Closed,Line,NO,90.8,221.0,56.8,0.26
500.0,5448,GRAND PRAIRIE 3 0,5479,BURLESON 0,1,Closed,Line,NO,-1129.0,2020.0,56.7,4.98
161.0,5197,BRYSON 1 1,5056,GRAHAM 1,1,Closed,Line,NO,-138.3,251.0,56.7,1.50
500.0,5260,GLEN ROSE 1 0,5045,STEPHENVILLE 0,1,Closed,Line,NO,-1246.3,2295.0,56.7,8.20
115.0,6018,AUSTIN 6 0,6256,AUSTIN 2 2,4,Closed,Line,NO,-107.1,191.4,56.7,0.10
115.0,7223,HOUSTON 76 0,7404,HOUSTON 57 0,1,Closed,Line,NO,125.1,221.0,56.6,1.03
230.0,1004,O DONNELL 1 1,3133,SNYDER 2 0,1,Closed,Line,NO,295.2,523.0,56.6,3.50
230.0,3132,EDEN 0,12646,EDEN 230,1,Closed,Transformer,YES,-322.9,600.0,56.5,0.11
115.0,1110,IND W TWFV 7_115,12803,GOLDSMITH 1 1,1,Closed,Line,NO,-80.3,144.2,56.5,0.48
161.0,5409,ARLINGTON 10 0,5447,ARLINGTON 11 0,1,Closed,Line,NO,-140.7,251.0,56.5,0.38
230.0,7391,WILLIS 1 2,7390,WILLIS 1 1,1,Closed,Transformer,YES,-70.9,127.2,56.5,0.07
230.0,7391,WILLIS 1 2,7390,WILLIS 1 1,2,Closed,Transformer,YES,-70.9,127.2,56.5,0.07
115.0,3023,STAMFORD 0,3115,ROTAN 0,1,Closed,Line,NO,-73.1,135.0,56.5,1.95
230.0,12611,SAN ANTONIO 22 4,6152,SAN ANTONIO 22 0,1,Closed,Transformer,YES,119.6,216.2,56.5,0.49
115.0,4006,BRUNI 2 0,4197,OILTON 2,1,Closed,Line,NO,168.2,298.0,56.4,1.65
115.0,8145,COMO 0,8107,SCROGGINS 0,1,Closed,Line,NO,-136.9,250.0,56.4,3.48
115.0,7044,VICTORIA 2 2,7001,INEZ 0,1,Closed,Line,NO,62.5,111.0,56.4,0.28
115.0,7051,HOUSTON 29 0,7365,HOUSTON 20 0,2,Closed,Line,NO,-123.9,221.0,56.4,0.27
115.0,7051,HOUSTON 29 0,7365,HOUSTON 20 0,1,Closed,Line,NO,-123.9,221.0,56.4,0.27
115.0,13224,GOLIAD 1 1,13226,GOLIAD 2 1,1,Closed,Line,NO,-130.4,231.8,56.4,0.11
115.0,7257,PEARLAND 1 0,7412,DANBURY 0,1,Closed,Line,NO,-134.9,244.2,56.4,2.62
115.0,7257,PEARLAND 1 0,7412,DANBURY 0,2,Closed,Line,NO,-134.9,244.2,56.4,2.62
115.0,3144,ROWENA 0,12910,PAINT ROCK 1 1,1,Closed,Line,NO,-87.7,157.0,56.4,0.54
115.0,3011,LLANO 0,3124,FREDERICKSBURG 0,2,Closed,Line,NO,78.4,139.4,56.4,1.38
115.0,3011,LLANO 0,3124,FREDERICKSBURG 0,3,Closed,Line,NO,78.4,139.4,56.4,1.38
115.0,6035,PFLUGERVILLE 2,6306,AUSTIN 11 0,1,Closed,Line,NO,54.8,98.0,56.3,0.28
115.0,6275,SAN ANTONIO 20 0,13126,ELMENDORF 1 1,1,Closed,Line,NO,-67.4,120.8,56.3,0.45
230.0,6177,SAN ANTONIO 51 0,6308,HONDO 0,2,Closed,Line,NO,-230.1,443.0,56.3,3.28
230.0,6177,SAN ANTONIO 51 0,6308,HONDO 0,1,Closed,Line,NO,-230.1,443.0,56.3,3.28
230.0,4197,OILTON 2,4196,OILTON 1,2,Closed,Transformer,YES,392.7,700.0,56.2,1.05
230.0,4197,OILTON 2,4196,OILTON 1,1,Closed,Transformer,YES,392.7,700.0,56.2,1.05
115.0,12607,ROBERT LEE 1 1,13413,STERLING CITY 4 1,1,Closed,Line,NO,116.7,211.5,56.2,0.90
115.0,12607,ROBERT LEE 1 1,13413,STERLING CITY 4 1,3,Closed,Line,NO,116.7,211.5,56.2,0.90
115.0,12607,ROBERT LEE 1 1,13413,STERLING CITY 4 1,2,Closed,Line,NO,116.7,211.5,56.2,0.90
115.0,7220,HOUSTON 84 0,7386,HOUSTON 71 0,1,Closed,Line,NO,70.1,128.1,56.1,0.16
115.0,7242,HOUSTON 55 0,7181,HOUSTON 58 0,1,Closed,Line,NO,252.0,450.0,56.0,1.21
115.0,1020,BIG SPRING 1 0,3059,STERLING CITY 1 1,1,Closed,Line,NO,167.4,300.0,56.0,5.04
161.0,5013,EARLY 0,5226,ZEPHYR 0,1,Closed,Line,NO,99.1,187.0,56.0,0.77
230.0,3037,ROSCOE 2 0,3088,ABILENE 1 0,1,Closed,Line,NO,306.9,548.0,56.0,8.02
115.0,4144,ORANGE GROVE 0,4127,ALICE 0,1,Closed,Line,NO,79.6,143.0,56.0,1.26
115.0,1114,IND W TWFV 9_115,13169,GARDEN CITY 1 1,1,Closed,Line,NO,-67.3,123.9,56.0,0.15
115.0,4111,HARLINGEN 2 0,4122,MCALLEN 1 0,1,Closed,Line,NO,64.6,122.3,55.9,0.94
230.0,7106,DEER PARK 2,7105,DEER PARK 1,1,Closed,Transformer,YES,-197.4,354.0,55.9,0.19
230.0,7106,DEER PARK 2,7105,DEER PARK 1,2,Closed,Transformer,YES,-197.4,354.0,55.9,0.19
161.0,13059,GROOM 1 1,13149,CLARENDON 1 1,1,Closed,Line,NO,-110.6,200.3,55.9,0.53
161.0,5175,DENTON 3 0,5370,LEWISVILLE 2 0,1,Closed,Line,NO,264.4,474.0,55.9,1.30
161.0,5175,DENTON 3 0,5370,LEWISVILLE 2 0,2,Closed,Line,NO,264.4,474.0,55.9,1.30
230.0,8157,BREMOND 2,8156,BREMOND 1,1,Closed,Transformer,YES,150.8,277.0,55.9,0.29
161.0,2083,WICHITA FALLS 2 1,2082,WICHITA FALLS 2 0,1,Closed,Transformer,YES,19.7,36.8,55.9,0.03
500.0,6074,MARION 1 8,6066,MARION 1 0,1,Closed,Transformer,YES,110.6,207.5,55.9,0.04
115.0,3126,SABINAL 0,6059,D HANIS 0,1,Closed,Line,NO,122.7,220.0,55.8,6.14
230.0,6236,SAN ANTONIO 50 2,6235,SAN ANTONIO 50 1,1,Closed,Transformer,YES,-221.0,406.0,55.8,0.37
230.0,6236,SAN ANTONIO 50 2,6235,SAN ANTONIO 50 1,2,Closed,Transformer,YES,-221.0,406.0,55.8,0.37
115.0,7117,HOUSTON 67 0,7292,HOUSTON 69 0,2,Closed,Line,NO,-249.2,450.0,55.8,1.25
115.0,7117,HOUSTON 67 0,7292,HOUSTON 69 0,1,Closed,Line,NO,-249.2,450.0,55.8,1.25
230.0,1088,MCCAMEY 2 0,12855,MCCAMEY 2 230,2,Closed,Transformer,YES,434.7,791.0,55.8,0.19
230.0,1088,MCCAMEY 2 0,12855,MCCAMEY 2 230,1,Closed,Transformer,YES,434.7,791.0,55.8,0.19
161.0,12807,LOCKNEY 1 1,13055,SILVERTON 1 1,1,Closed,Line,NO,-134.8,243.0,55.8,0.56
161.0,2010,VERNON 2 0,12978,E SEYMOUR 1 1,1,Closed,Line,NO,151.8,274.0,55.8,0.47
161.0,2010,VERNON 2 0,12978,E SEYMOUR 1 1,2,Closed,Line,NO,151.8,274.0,55.8,0.47
115.0,3032,ABILENE 7 0,3094,MERKEL 2 0,2,Closed,Line,NO,-62.8,113.2,55.8,0.19
115.0,3059,STERLING CITY 1 1,3111,STERLING CITY 2 0,1,Closed,Line,NO,-119.8,221.0,55.7,2.78
230.0,6163,SEGUIN 1 2,6162,SEGUIN 1 1,1,Closed,Transformer,YES,-102.5,184.2,55.7,0.11
161.0,2035,KNOX CITY 0,2066,ASPERMONT 0,1,Closed,Line,NO,-134.8,251.0,55.7,2.63
115.0,7214,HOUSTON 27 0,7297,HOUSTON 50 0,1,Closed,Line,NO,-245.2,450.0,55.6,4.43
500.0,5260,GLEN ROSE 1 0,5401,GRANBURY 2 0,1,Closed,Line,NO,1226.8,2205.0,55.6,0.72
115.0,7053,RICHMOND 1 0,7348,THOMPSONS 2,4,Closed,Line,NO,-139.8,253.0,55.6,0.09
161.0,12866,CLAUDE 1 1,13059,GROOM 1 1,1,Closed,Line,NO,-175.6,321.0,55.6,1.61
115.0,1036,CRANE 0,13339,FT. STOCKTON 2 1,1,Closed,Line,NO,-241.1,450.0,55.6,7.92
115.0,7027,SPRING 1 0,7157,SPRING 2 1,2,Closed,Line,NO,-120.4,221.0,55.5,0.33
115.0,7027,SPRING 1 0,7157,SPRING 2 1,1,Closed,Line,NO,-120.4,221.0,55.5,0.33
161.0,2020,WICHITA FALLS 6 0,2028,WICHITA FALLS 3 0,1,Closed,Line,NO,139.0,251.7,55.5,0.23
161.0,3091,ABILENE 1 3,3089,ABILENE 1 1,2,Closed,Transformer,YES,147.3,268.0,55.5,0.27
161.0,3091,ABILENE 1 3,3089,ABILENE 1 1,1,Closed,Transformer,YES,147.3,268.0,55.5,0.27
230.0,1103,IND W TWFV 4_230,1133,IND W TWFV 19_230,1,Closed,Line,NO,345.4,623.0,55.4,0.75
500.0,12866,CLAUDE 1 1,12867,CLAUDE 1 500,1,Closed,Transformer,YES,327.4,600.0,55.4,0.10
500.0,6021,LEANDER 1 0,6210,MARBLE FALLS 2 0,1,Closed,Line,NO,-1100.3,2020.0,55.4,6.54
500.0,4080,CORPUS CHRISTI 3 0,12535,CORPUS CHRISTI 3 500,4,Closed,Transformer,YES,437.7,800.0,55.4,0.18
500.0,4080,CORPUS CHRISTI 3 0,12535,CORPUS CHRISTI 3 500,3,Closed,Transformer,YES,437.7,800.0,55.4,0.18
500.0,4080,CORPUS CHRISTI 3 0,12535,CORPUS CHRISTI 3 500,2,Closed,Transformer,YES,437.7,800.0,55.4,0.18
500.0,4080,CORPUS CHRISTI 3 0,12535,CORPUS CHRISTI 3 500,1,Closed,Transformer,YES,437.7,800.0,55.4,0.18
115.0,7256,HOUSTON 59 0,7297,HOUSTON 50 0,1,Closed,Line,NO,-243.7,450.0,55.4,5.38
161.0,5307,THE COLONY 0,5341,LEWISVILLE 1 0,1,Closed,Line,NO,-165.9,310.0,55.4,0.32
161.0,5307,THE COLONY 0,5341,LEWISVILLE 1 0,2,Closed,Line,NO,-165.9,310.0,55.4,0.32
230.0,4084,CORPUS CHRISTI 3 4,4080,CORPUS CHRISTI 3 0,1,Closed,Transformer,YES,118.2,214.5,55.4,0.30
115.0,3005,LEAKEY 0,3052,HUNT 0,1,Closed,Line,NO,114.7,220.0,55.4,10.10
115.0,8053,ATHENS 1 0,8065,TRINIDAD 2 0,1,Closed,Line,NO,-80.3,149.0,55.3,1.53
115.0,1003,O DONNELL 1 0,1055,ODONNELL 0,1,Closed,Line,NO,53.9,98.0,55.3,0.44
115.0,7188,HOUSTON 4 2,7055,HOUSTON 33 0,4,Closed,Line,NO,122.1,221.0,55.3,0.20
115.0,7188,HOUSTON 4 2,7055,HOUSTON 33 0,1,Closed,Line,NO,122.1,221.0,55.3,0.20
115.0,7188,HOUSTON 4 2,7055,HOUSTON 33 0,3,Closed,Line,NO,122.1,221.0,55.3,0.20
115.0,7188,HOUSTON 4 2,7055,HOUSTON 33 0,2,Closed,Line,NO,122.1,221.0,55.3,0.20
115.0,7316,HOUSTON 38 0,7297,HOUSTON 50 0,1,Closed,Line,NO,-244.6,450.0,55.2,2.28
115.0,4020,CORPUS CHRISTI 16 0,4123,CORPUS CHRISTI 7 0,1,Closed,Line,NO,81.9,149.0,55.2,0.52
115.0,6044,SAN ANTONIO 19 0,6275,SAN ANTONIO 20 0,2,Closed,Line,NO,-112.7,204.4,55.2,0.09
115.0,6044,SAN ANTONIO 19 0,6275,SAN ANTONIO 20 0,1,Closed,Line,NO,-112.7,204.4,55.2,0.09
230.0,6280,SEGUIN 2 1,6279,SEGUIN 2 0,1,Closed,Transformer,YES,-126.7,230.0,55.2,0.16
230.0,6280,SEGUIN 2 1,6279,SEGUIN 2 0,2,Closed,Transformer,YES,-126.7,230.0,55.2,0.16
500.0,12527,MARION 1 10,6066,MARION 1 0,1,Closed,Transformer,YES,110.6,223.8,55.2,0.05
161.0,2085,WICHITA FALLS 2 3,2082,WICHITA FALLS 2 0,1,Closed,Transformer,YES,19.7,36.4,55.2,0.05
115.0,6241,ELMENDORF 2,6324,SAN ANTONIO 7 0,2,Closed,Line,NO,-160.5,310.0,55.1,0.14
115.0,6241,ELMENDORF 2,6324,SAN ANTONIO 7 0,1,Closed,Line,NO,-160.5,310.0,55.1,0.14
115.0,1090,GOLDSMITH 0,1126,IND W TWFV 15_115,1,Closed,Line,NO,91.8,171.3,55.1,0.56
230.0,1033,MCCAMEY 1 1,12855,MCCAMEY 2 230,1,Closed,Line,NO,-384.4,750.7,55.1,0.79
115.0,7306,WHARTON 1 2,12573,WHARTON 3 1,2,Closed,Line,NO,-122.4,222.5,55.0,0.05
115.0,7306,WHARTON 1 2,12573,WHARTON 3 1,3,Closed,Line,NO,-122.4,222.5,55.0,0.05
115.0,7306,WHARTON 1 2,12573,WHARTON 3 1,1,Closed,Line,NO,-122.4,222.5,55.0,0.05
161.0,6319,GEORGETOWN 3 4,6316,GEORGETOWN 3 1,1,Closed,Transformer,YES,-84.8,163.0,55.0,0.18
115.0,7147,HOUSTON 78 0,7336,STAFFORD 0,2,Closed,Line,NO,-117.8,221.0,55.0,0.24
115.0,7147,HOUSTON 78 0,7336,STAFFORD 0,1,Closed,Line,NO,-117.8,221.0,55.0,0.24
