# of AC Lines,PU Volt,Number,Name,Area Name,Nom kV,Angle (Deg),Load MW,Gen MW,Act G Shunt MW,Area Num,Longitude,Latitude,Zone Num
3,1.0088,5084,MCKINNEY 3 1,North Central,161.00,-5.47,224.20,,0.00,5,-96.693030,33.171129,1
6,1.0145,5085,DALLAS 38 0,North Central,161.00,-6.09,51.30,,0.00,5,-96.871706,32.664709,1
5,1.0082,5086,ARLINGTON 9 0,North Central,161.00,-4.77,92.04,,0.00,5,-97.153678,32.718419,1
4,1.0107,5087,MILFORD 0,North Central,161.00,-0.38,4.89,,0.00,5,-97.058650,32.138085,1
5,1.0180,5088,CLIFTON 1 0,North Central,161.00,7.58,,,0.00,5,-97.344200,31.850838,1
0,1.0180,5089,CLIFTON 1 1,North Central,13.80,7.58,,0.00,0.00,5,-97.342040,31.844416,1
8,1.0157,5090,DALLAS 15 0,North Central,161.00,-7.36,121.30,,0.00,5,-96.769841,32.830372,1
2,1.0129,5091,FROST 0,North Central,161.00,1.70,5.33,,0.00,5,-96.804332,32.036246,1
3,1.0115,5092,GRANDVIEW 0,North Central,161.00,-0.58,25.08,,0.00,5,-97.159410,32.280010,1
5,1.0268,5093,HASLET 0,North Central,161.00,-1.70,47.98,,0.00,5,-97.375905,32.985718,1
2,1.0193,5094,BARDWELL 0,North Central,161.00,0.93,2.66,,0.00,5,-96.702521,32.230124,1
2,1.0144,5095,LAKE DALLAS 0,North Central,161.00,-6.14,32.24,,0.00,5,-97.004119,33.109446,1
6,1.0140,5096,PLANO 1 0,North Central,161.00,-5.46,61.74,,0.00,5,-96.614132,33.020887,1
5,1.0120,5097,EULESS 2 0,North Central,161.00,-4.16,82.57,,0.00,5,-97.089973,32.813199,1
3,1.0300,5098,FORT WORTH 24 0,North Central,161.00,-2.33,227.20,,0.00,5,-97.419225,32.580948,1
2,1.0300,5099,FLOWER MOUND 2 0,North Central,161.00,-4.85,67.63,,0.00,5,-97.123556,33.033985,1
9,1.0138,5100,DALLAS 11 0,North Central,161.00,-6.54,22.45,,0.00,5,-96.745012,32.769727,1
4,1.0260,5101,COMANCHE 0,North Central,161.00,12.18,40.37,,0.00,5,-98.610953,31.888656,1
4,1.0172,5102,RICHARDSON 2 0,North Central,500.00,-2.06,,,0.00,5,-96.740460,32.975157,1
9,1.0108,5103,RICHARDSON 2 1,North Central,161.00,-6.41,234.49,,0.00,5,-96.738840,32.975157,1
9,1.0055,5104,FORT WORTH 8 0,North Central,161.00,-2.42,87.12,,0.00,5,-97.273584,32.619148,1
3,1.0123,5105,IRVING 1 0,North Central,161.00,-7.52,205.94,,0.00,5,-96.988050,32.918293,1
8,1.0300,5108,DALLAS 44 0,North Central,161.00,-5.28,40.12,,0.00,5,-96.963272,32.635168,1
2,1.0085,5109,LANCASTER 1 0,North Central,161.00,-5.40,53.98,,0.00,5,-96.750811,32.561834,1
3,1.0001,5110,PALO PINTO 2 0,North Central,161.00,12.88,3.44,,0.00,5,-98.275529,32.763188,1
4,1.0119,5111,ADDISON 0,North Central,161.00,-7.45,37.24,,0.00,5,-96.837172,32.959141,1
5,1.0191,5112,HICO 0,North Central,161.00,7.21,21.66,,0.00,5,-97.879000,31.999039,1
4,1.0144,5113,KRUM 0,North Central,161.00,1.73,21.58,,0.00,5,-97.366173,33.308039,1
3,1.0026,5114,KAUFMAN 0,North Central,161.00,-4.37,56.95,,0.00,5,-96.253753,32.567891,1
2,1.0238,5115,CADDO MILLS 0,North Central,161.00,-4.01,24.54,10.00,0.00,5,-96.238389,33.160236,1
4,1.0071,5116,PLANO 7 0,North Central,161.00,-7.58,150.06,,0.00,5,-96.810257,33.033320,1
3,1.0076,5117,FORT WORTH 5 0,North Central,161.00,-4.25,128.28,,0.00,5,-97.261275,32.690238,1
5,1.0173,5118,BAIRD 0,North Central,161.00,23.12,15.16,,0.00,5,-99.157764,32.427774,1
3,1.0068,5119,PERRIN 0,North Central,161.00,12.89,4.40,,0.00,5,-98.052304,33.014077,1
8,0.9877,5120,BROWNWOOD 0,North Central,500.00,16.16,,,0.00,5,-99.028571,31.745854,1
1,1.0115,5121,BROWNWOOD 1,North Central,161.00,16.59,76.66,,0.00,5,-99.024251,31.745854,1
5,1.0175,5122,DALLAS 6 0,North Central,161.00,-7.28,65.00,,0.00,5,-96.701224,32.841080,1
1,1.0052,5123,MARLIN 0,North Central,161.00,0.32,,,0.00,5,-96.809919,31.199931,1
1,1.0024,5124,MARLIN 1,North Central,115.00,0.62,26.69,,0.00,5,-96.805599,31.199931,1
11,1.0129,5125,ARLINGTON 6 0,North Central,161.00,-3.75,67.92,,0.00,5,-97.098702,32.784044,1
3,1.0128,5126,DALLAS 8 0,North Central,161.00,-7.91,211.40,,0.00,5,-96.735287,32.911726,1
3,1.0216,5127,JONESBORO 0,North Central,161.00,6.41,5.50,,0.00,5,-97.800826,31.766554,1
8,1.0121,5128,DALLAS 33 0,North Central,161.00,-6.96,90.51,,0.00,5,-96.838263,32.752233,1
5,1.0368,5129,GOLDTHWAITE 2 0,North Central,161.00,9.55,18.33,,0.00,5,-98.491310,31.545646,1
5,1.0061,5130,PLANO 5 0,North Central,161.00,-6.94,141.19,,0.00,5,-96.740208,33.020362,1
3,1.0199,5131,BELTON 0,North Central,500.00,-0.15,,,0.00,5,-97.495589,31.049221,1
2,1.0096,5132,BELTON 1,North Central,161.00,-0.48,102.52,,0.00,5,-97.491269,31.049221,1
2,1.0146,5133,TOLAR 0,North Central,161.00,9.90,12.16,,0.00,5,-97.923004,32.361737,1
3,1.0200,5134,BRECKENRIDGE 0,North Central,161.00,22.93,26.98,,0.00,5,-98.891116,32.803364,1
3,1.0117,5135,EASTLAND 0,North Central,161.00,17.45,47.41,,0.00,5,-98.662670,32.494964,1
2,1.0111,5136,COOPER 0,North Central,161.00,5.38,21.21,,0.00,5,-95.664297,33.454740,1
2,1.0237,5137,WACO 1 0,North Central,500.00,3.69,,,0.00,5,-97.079534,31.473215,1
3,1.0208,5138,WACO 1 1,North Central,161.00,2.44,183.03,,0.00,5,-97.075214,31.473215,1
4,1.0188,5139,DALLAS 42 0,North Central,161.00,-7.78,86.38,,0.00,5,-96.890371,32.922282,1
4,1.0092,5140,GATESVILLE 1 0,North Central,161.00,2.36,8.65,,0.00,5,-97.703284,31.483960,1
3,1.0091,5141,ANNA 0,North Central,161.00,-2.87,84.89,,0.00,5,-96.374879,33.319327,1
3,1.0068,5142,MOODY 0,North Central,161.00,1.85,20.87,,0.00,5,-97.386461,31.282625,1
6,1.0132,5143,FORT WORTH 2 0,North Central,161.00,-3.62,88.78,,0.00,5,-97.179613,32.775007,1
2,1.0124,5144,WACO 6 0,North Central,161.00,3.28,73.43,,0.00,5,-97.212293,31.624671,1
5,1.0106,5145,GRAND PRAIRIE 1 0,North Central,161.00,-5.49,117.86,,0.00,5,-96.995112,32.728531,1
7,1.0120,5146,ROWLETT 2 0,North Central,161.00,-5.60,90.75,,0.00,5,-96.555017,32.937171,1
3,1.0043,5147,PLANO 6 0,North Central,161.00,-7.70,108.12,,0.00,5,-96.801336,33.074517,1
4,1.0121,5148,IRVING 5 0,North Central,161.00,-7.30,83.41,,0.00,5,-96.995385,32.873926,1
4,1.0117,5149,DALLAS 7 0,North Central,161.00,-7.63,180.78,,0.00,5,-96.706469,32.877590,1
3,1.0076,5150,BRYSON 2 0,North Central,161.00,15.09,4.38,,0.00,5,-98.378774,33.274018,1
3,1.0217,5151,MORGAN 0,North Central,161.00,6.70,5.39,,0.00,5,-97.526160,31.986546,1
5,1.0108,5152,SACHSE 0,North Central,161.00,-6.02,60.98,,0.00,5,-96.579533,32.968102,1
7,1.0105,5153,PARADISE 0,North Central,161.00,8.15,15.98,,0.00,5,-97.722072,33.097822,1
3,1.0187,5154,RIO VISTA 0,North Central,161.00,6.73,25.12,0.00,0.00,5,-97.342171,32.115087,1
4,1.0146,5155,STRAWN 0,North Central,161.00,21.11,3.83,,0.00,5,-98.665099,32.758465,1
3,1.0251,5156,May-00,North Central,161.00,14.50,6.22,,0.00,5,-98.923804,31.928789,1
6,1.0105,5157,DESOTO 0,North Central,161.00,-6.12,227.99,,0.00,5,-96.862725,32.598517,1
4,1.0225,5158,MESQUITE 2 0,North Central,161.00,-6.36,262.44,,0.00,5,-96.615367,32.770799,1
2,1.0058,5159,ROSEBUD 0,North Central,161.00,0.17,18.67,,0.00,5,-96.931183,31.026560,1
2,1.0206,5160,DENTON 2 0,North Central,161.00,-1.23,69.13,,0.00,5,-97.053783,33.207907,1
5,1.0230,5161,DALLAS 4 0,North Central,161.00,-7.39,199.65,,0.00,5,-96.678088,32.824016,1
2,1.0197,5162,AXTELL 0,North Central,161.00,3.85,6.69,,0.00,5,-96.951529,31.658596,1
6,1.0034,5163,NOLANVILLE 0,North Central,161.00,-1.88,21.12,,0.00,5,-97.600769,31.073488,1
5,1.0149,5164,DENTON 1 0,North Central,500.00,2.58,,,0.00,5,-97.103400,33.196596,1
6,1.0232,5165,DENTON 1 1,North Central,161.00,-0.32,80.57,,0.00,5,-97.100700,33.196596,1
0,1.0149,5166,DENTON 1 2,North Central,13.80,2.58,,0.00,0.00,5,-97.104210,33.194224,1
0,1.0149,5167,DENTON 1 3,North Central,13.80,2.58,,0.00,0.00,5,-97.104210,33.193772,1
4,1.0113,5168,DALLAS 39 0,North Central,161.00,-7.77,125.67,,0.00,5,-96.874768,32.867622,1
4,1.0165,5169,DUBLIN 1 0,North Central,161.00,16.94,,,0.00,5,-98.474701,32.337747,1
0,1.0320,5170,DUBLIN 1 1,North Central,18.00,20.88,,52.80,0.00,5,-98.475511,32.335807,1
2,1.0166,5171,MERTENS 0,North Central,161.00,3.26,1.06,,0.00,5,-96.910980,32.041535,1
2,1.0300,5172,WEATHERFORD 1 0,North Central,161.00,2.30,74.24,,0.00,5,-97.780948,32.681824,1
6,1.0051,5173,PLANO 3 0,North Central,161.00,-7.12,136.36,,0.00,5,-96.729481,33.055851,1
3,1.0224,5174,MALONE 0,North Central,161.00,5.33,6.83,49.60,0.00,5,-96.871500,31.890755,1
6,1.0198,5175,DENTON 3 0,North Central,161.00,-1.64,118.67,,0.00,5,-97.094666,33.148563,1
2,1.0032,5176,GRAFORD 0,North Central,161.00,14.38,14.01,,0.00,5,-98.322924,32.904087,1
4,1.0042,5177,ARLINGTON 8 0,North Central,161.00,-5.07,171.89,,0.00,5,-97.147479,32.634654,1
3,1.0142,5178,ROCKWALL 1 0,North Central,161.00,-4.90,129.64,,0.00,5,-96.434820,32.850774,1
5,1.0300,5179,CORSICANA 2 0,North Central,500.00,1.47,,,0.00,5,-96.582436,32.066568,1
1,1.0218,5180,CORSICANA 2 1,North Central,161.00,0.76,90.44,,0.00,5,-96.579736,32.066568,1
4,1.0101,5181,GARLAND 2 0,North Central,161.00,-6.43,251.53,,0.00,5,-96.618432,32.927996,1
4,1.0092,5182,GATESVILLE 2 0,North Central,161.00,2.38,3.82,,0.00,5,-97.725145,31.480263,1
2,1.0093,5183,CARROLLTON 3 0,North Central,161.00,-8.48,231.80,,0.00,5,-96.896820,32.961567,1
2,1.0112,5184,FORT WORTH 26 0,North Central,161.00,-3.74,82.87,,0.00,5,-97.434249,32.774501,1
5,1.0164,5185,RHOME 0,North Central,161.00,0.70,26.79,,0.00,5,-97.461443,33.092460,1
6,1.0126,5186,VENUS 0,North Central,161.00,-1.96,24.98,,0.00,5,-97.071278,32.451370,1
2,1.0020,5187,OLNEY 2 0,North Central,161.00,25.13,29.11,,0.00,5,-98.921956,33.247794,1
4,1.0082,5188,CARROLLTON 1 0,North Central,161.00,-7.12,64.82,,0.00,5,-96.873190,33.049259,1
10,1.0143,5189,DALLAS 20 0,North Central,161.00,-7.19,78.84,,0.00,5,-96.787502,32.801224,1
3,1.0057,5190,GORDON 0,North Central,161.00,11.16,3.80,,0.00,5,-98.332254,32.586693,1
4,1.0261,5191,MERIDIAN 0,North Central,161.00,6.67,8.33,,0.00,5,-97.706523,31.913770,1
1,1.0198,5192,KILLEEN 4 0,North Central,500.00,-0.66,,,0.00,5,-97.930259,30.933536,1
2,1.0139,5193,KILLEEN 4 1,North Central,161.00,-1.91,135.50,,0.00,5,-97.925939,30.933536,1
7,1.0157,5194,DUNCANVILLE 1 0,North Central,161.00,-5.83,59.01,,0.00,5,-96.910532,32.659751,1
3,1.0205,5195,ARGYLE 0,North Central,161.00,-2.49,55.26,,0.00,5,-97.172432,33.113770,1
2,1.0069,5196,BRYSON 1 0,North Central,500.00,17.47,,,0.00,5,-98.362369,33.204897,1
4,1.0072,5197,BRYSON 1 1,North Central,161.00,16.21,,,0.00,5,-98.359669,33.204897,1
0,1.0069,5198,BRYSON 1 2,North Central,18.00,17.47,,0.00,0.00,5,-98.363179,33.203881,1
6,1.0143,5199,FORT WORTH 12 0,North Central,161.00,-3.20,42.96,,0.00,5,-97.328406,32.758196,1
2,0.9966,5200,MINERAL WELLS 0,North Central,161.00,12.07,66.35,,0.00,5,-98.125456,32.798694,1
3,1.0260,5201,COOLIDGE 0,North Central,161.00,6.65,5.56,,0.00,5,-96.804276,31.707972,1
2,1.0127,5202,RICE 0,North Central,161.00,-1.45,8.64,,0.00,5,-96.471909,32.226677,1
5,1.0089,5203,DALLAS 35 0,North Central,161.00,-7.27,147.01,,0.00,5,-96.840338,32.998403,1
6,1.0072,5204,POOLVILLE 0,North Central,500.00,13.37,,,0.00,5,-97.954700,33.100095,1
3,1.0089,5205,POOLVILLE 1,North Central,161.00,11.77,,,0.00,5,-97.952000,33.100095,1
0,1.0072,5206,POOLVILLE 2,North Central,13.80,13.37,,0.00,0.00,5,-97.955510,33.097268,1
0,1.0296,5207,POOLVILLE 3,North Central,13.80,14.27,,106.10,0.00,5,-97.955510,33.096816,1
0,1.0072,5208,POOLVILLE 4,North Central,13.80,13.37,,0.00,0.00,5,-97.955510,33.096363,1
3,1.0193,5209,WALNUT SPRINGS 0,North Central,161.00,6.30,3.59,,0.00,5,-97.735362,32.082607,1
5,1.0128,5210,BEDFORD 2 0,North Central,161.00,-4.58,39.64,,0.00,5,-97.143807,32.829751,1
3,1.0224,5211,HUBBARD 0,North Central,161.00,4.10,8.38,,0.00,5,-96.803676,31.846060,1
2,1.0051,5212,FERRIS 0,North Central,161.00,-4.35,33.89,,0.00,5,-96.676699,32.438962,1
2,1.0101,5213,GARLAND 4 0,North Central,161.00,-5.97,173.20,,0.00,5,-96.650205,32.879289,1
5,1.0118,5214,DALLAS 32 0,North Central,161.00,-6.82,102.10,,0.00,5,-96.837241,32.710496,1
2,1.0157,5215,PILOT POINT 0,North Central,161.00,-3.85,29.14,,0.00,5,-96.929642,33.368841,1
7,1.0100,5216,FORT WORTH 6 0,North Central,161.00,-4.07,127.24,,0.00,5,-97.268082,32.723138,1
8,1.0215,5217,NORTH RICHLAND HILLS 2 0,North Central,161.00,-4.27,165.70,,0.00,5,-97.223945,32.839104,1
3,1.0156,5218,JUSTIN 0,North Central,161.00,0.32,39.29,,0.00,5,-97.339149,33.099088,1
2,1.0112,5219,SCURRY 0,North Central,161.00,-4.82,16.72,0.00,0.00,5,-96.427635,32.532362,1
2,1.0143,5220,SANGER 0,North Central,161.00,2.57,47.39,,0.00,5,-97.209759,33.370646,1
4,1.0023,5221,KILLEEN 1 0,North Central,161.00,-2.22,91.29,,0.00,5,-97.629596,31.146743,1
3,1.0043,5222,MABANK 1 0,North Central,161.00,-2.96,33.14,,0.00,5,-96.078208,32.435764,1
2,1.0101,5223,MEXIA 0,North Central,161.00,-1.65,60.24,,0.00,5,-96.464537,31.652467,1
5,1.0071,5224,CARROLLTON 2 0,North Central,161.00,-8.16,154.87,,0.00,5,-96.895392,33.004356,1
2,1.0240,5225,NEVADA 0,North Central,161.00,-3.87,24.02,,0.00,5,-96.355853,33.029449,1
3,1.0339,5226,ZEPHYR 0,North Central,161.00,10.66,5.49,,0.00,5,-98.772677,31.684226,1
3,1.0094,5227,TERRELL 2 0,North Central,161.00,-4.29,70.88,,0.00,5,-96.299973,32.757500,1
7,1.0125,5228,DALLAS 14 0,North Central,161.00,-5.63,91.66,,0.00,5,-96.758101,32.664538,1
5,1.0132,5229,DALLAS 13 0,North Central,161.00,-6.73,43.94,,0.00,5,-96.755496,32.749694,1
8,1.0141,5230,DALLAS 28 0,North Central,161.00,-7.27,66.37,,0.00,5,-96.811553,32.810939,1
4,1.0244,5231,HAMILTON 0,North Central,161.00,9.16,14.93,0.00,0.00,5,-98.210139,31.735728,1
6,1.0103,5232,ARLINGTON 7 0,North Central,161.00,-4.71,99.80,,0.00,5,-97.131954,32.691277,1
4,1.0141,5233,EULESS 1 0,North Central,161.00,-5.47,98.77,,0.00,5,-97.084678,32.859378,1
3,1.0200,5234,FRISCO 1 0,North Central,161.00,-6.55,277.33,,0.00,5,-96.788842,33.162225,1
4,1.0076,5235,SALADO 0,North Central,161.00,-1.63,32.82,,0.00,5,-97.595050,30.923265,1
4,1.0125,5236,OLNEY 1 0,North Central,500.00,21.16,,,0.00,5,-98.704744,33.381206,1
1,1.0144,5237,OLNEY 1 1,North Central,161.00,23.83,,,0.00,5,-98.697544,33.381206,1
0,1.0125,5238,OLNEY 1 2,North Central,18.00,21.16,,0.00,0.00,5,-98.706904,33.376096,1
10,0.9966,5239,GOLDTHWAITE 1 0,North Central,500.00,10.19,,,0.00,5,-98.459467,31.380874,1
3,1.0400,5240,GOLDTHWAITE 1 1,North Central,161.00,9.31,,,0.00,5,-98.452267,31.380874,1
4,1.0194,5241,GOLDTHWAITE 1 2,North Central,115.00,9.40,,,0.00,5,-98.452267,31.374727,1
0,0.9966,5243,GOLDTHWAITE 1 4,North Central,13.80,10.19,,0.00,0.00,5,-98.461627,31.368272,1
5,1.0134,5244,FORT WORTH 22 0,North Central,161.00,-3.06,65.13,,0.00,5,-97.385615,32.699741,1
3,1.0139,5245,GRAPEVINE 0,North Central,161.00,-6.59,178.96,,0.00,5,-97.070195,32.924858,1
4,1.0194,5246,GLEN ROSE 2 0,North Central,161.00,6.25,21.21,,0.00,5,-97.791647,32.206046,1
2,1.0190,5247,KOPPERL 0,North Central,161.00,6.47,3.82,,0.00,5,-97.574251,32.116623,1
5,1.0122,5248,BEDFORD 1 0,North Central,161.00,-4.55,155.19,,0.00,5,-97.129093,32.852064,1
4,1.0108,5249,FORT WORTH 29 0,North Central,161.00,2.12,132.72,,0.00,5,-97.522506,32.786101,1
8,1.0144,5250,DALLAS 5 0,North Central,161.00,-5.32,182.70,,0.00,5,-96.687971,32.766211,1
5,1.0086,5251,GRAND PRAIRIE 2 0,North Central,161.00,-6.11,123.12,,0.00,5,-97.008039,32.775763,1
5,1.0126,5252,DALLAS 22 0,North Central,161.00,-7.50,80.80,,0.00,5,-96.792043,32.901772,1
4,1.0112,5253,FLOWER MOUND 1 0,North Central,161.00,-4.88,126.68,,0.00,5,-97.058720,33.031805,1
6,1.0153,5254,ROANOKE 0,North Central,161.00,-3.29,160.33,,0.00,5,-97.225370,33.008429,1
4,1.0014,5255,MILLSAP 0,North Central,161.00,12.24,17.94,,0.00,5,-97.991798,32.703547,1
4,1.0088,5256,FORRESTON 0,North Central,161.00,-1.77,1.30,,0.00,5,-96.838724,32.235076,1
3,1.0096,5257,ITALY 0,North Central,161.00,-0.72,14.16,,0.00,5,-96.849830,32.176798,1
2,1.0200,5258,FORNEY 0,North Central,161.00,-3.31,188.85,,0.00,5,-96.486200,32.755392,1
3,1.0188,5259,LAVON 0,North Central,161.00,-3.52,9.21,,0.00,5,-96.447081,33.067150,1
4,1.0212,5260,GLEN ROSE 1 0,North Central,500.00,7.21,,,0.00,5,-97.782815,32.297452,1
2,1.0201,5261,GLEN ROSE 1 1,North Central,161.00,6.02,,,0.00,5,-97.780115,32.297452,1
0,1.0400,5262,GLEN ROSE 1 2,North Central,13.80,11.17,,1100.00,0.00,5,-97.783625,32.295512,1
0,1.0400,5263,GLEN ROSE 1 3,North Central,13.80,12.11,,1100.00,0.00,5,-97.783625,32.295056,1
4,1.0129,5264,DE LEON 0,North Central,161.00,16.06,23.59,,0.00,5,-98.550907,32.297681,1
6,1.0136,5265,KELLER 1 0,North Central,161.00,-2.79,154.01,,0.00,5,-97.223798,32.923102,1
3,1.0195,5266,CEDAR HILL 0,North Central,161.00,-6.02,156.16,,0.00,5,-96.963325,32.579271,1
3,1.0200,5267,MC GREGOR 0,North Central,161.00,2.80,42.45,,0.00,5,-97.527534,31.407060,1
3,1.0111,5268,COMMERCE 0,North Central,161.00,8.64,61.85,,0.00,5,-95.785368,33.313862,1
4,1.0129,5269,MIDLOTHIAN 2 0,North Central,161.00,-1.67,86.96,,0.00,5,-97.052983,32.466283,1
3,1.0188,5270,WEST 0,North Central,161.00,3.97,26.75,,0.00,5,-97.239692,31.813744,1
3,1.0105,5271,BARTLETT 0,North Central,161.00,0.71,14.78,,0.00,5,-97.288028,30.786780,1
8,1.0144,5272,DALLAS 16 0,North Central,161.00,-7.13,20.60,,0.00,5,-96.771413,32.791588,1
2,1.0242,5273,COPPELL 0,North Central,161.00,-7.77,116.00,,0.00,5,-96.983314,32.962511,1
4,1.0128,5274,WILMER 0,North Central,161.00,-5.09,11.87,,0.00,5,-96.672983,32.604282,1
3,1.0200,5275,DAWSON 0,North Central,161.00,1.38,8.70,,0.00,5,-96.620858,31.851014,1
4,1.0273,5276,MART 0,North Central,161.00,5.80,10.54,,0.00,5,-96.790568,31.466108,1
4,1.0113,5277,LITTLE ELM 0,North Central,161.00,-4.44,155.37,,0.00,5,-96.949201,33.175591,1
3,1.0139,5278,TEMPLE 2 0,North Central,161.00,-0.05,86.25,,0.00,5,-97.248833,31.072836,1
3,1.0225,5279,TEMPLE 1 0,North Central,500.00,0.24,,,0.00,5,-97.310022,31.053366,1
2,1.0170,5280,TEMPLE 1 1,North Central,161.00,-0.24,153.79,,0.00,5,-97.302822,31.053366,1
0,1.0225,5281,TEMPLE 1 2,North Central,13.80,0.24,,0.00,0.00,5,-97.312182,31.049356,1
0,1.0400,5282,TEMPLE 1 3,North Central,13.80,1.97,,115.74,0.00,5,-97.312182,31.048123,1
0,1.0225,5283,TEMPLE 1 4,North Central,13.80,0.24,,0.00,0.00,5,-97.312182,31.046889,1
3,1.0135,5284,QUINLAN 0,North Central,161.00,-3.96,44.65,50.00,0.00,5,-96.084648,32.985094,1
3,1.0044,5285,CHICO 0,North Central,161.00,8.38,10.47,,0.00,5,-97.854078,33.313476,1
4,1.0168,5286,DUBLIN 2 0,North Central,161.00,10.76,36.89,,0.00,5,-98.347270,32.074386,1
2,1.0019,5287,ARLINGTON 2 0,North Central,161.00,-6.69,245.56,,0.00,5,-97.038079,32.590300,1
3,1.0093,5288,WOLFE CITY 0,North Central,161.00,5.47,22.43,,0.00,5,-95.942107,33.418468,1
7,1.0134,5289,DALLAS 26 0,North Central,161.00,-7.34,69.76,,0.00,5,-96.800442,32.943716,1
5,1.0179,5290,WHITNEY 0,North Central,161.00,7.44,30.34,42.00,0.00,5,-97.363100,31.866954,1
6,1.0185,5291,FORT WORTH 25 0,North Central,161.00,-1.68,144.17,,0.00,5,-97.432485,32.912615,1
4,1.0105,5292,FORT WORTH 27 0,North Central,161.00,0.83,84.14,,0.00,5,-97.480828,32.846419,1
4,1.0121,5293,JOSHUA 0,North Central,161.00,2.68,62.97,,0.00,5,-97.538524,32.425024,1
3,1.0100,5294,DALLAS 12 0,North Central,161.00,-7.84,163.90,,0.00,5,-96.746189,32.872578,1
5,1.0183,5295,MCKINNEY 1 0,North Central,500.00,-1.42,,,0.00,5,-96.600046,33.166040,1
4,1.0155,5296,MCKINNEY 1 1,North Central,161.00,-3.70,102.32,,0.00,5,-96.598426,33.166040,1
5,1.0184,5304,ALLEN 1 0,North Central,500.00,-1.40,,,0.00,5,-96.606147,33.088682,1
3,1.0134,5305,ALLEN 1 1,North Central,161.00,-4.58,189.42,,0.00,5,-96.604527,33.088682,1
4,1.0152,5306,ALEDO 2 0,North Central,161.00,2.34,40.81,,0.00,5,-97.630132,32.694799,1
3,1.0133,5307,THE COLONY 0,North Central,161.00,-7.84,282.86,,0.00,5,-96.911041,33.069387,1
6,1.0180,5308,SUNNYVALE 0,North Central,161.00,-4.01,15.77,,0.00,5,-96.540400,32.834893,1
5,1.0136,5309,DALLAS 10 0,North Central,161.00,-7.40,101.75,,0.00,5,-96.744601,32.827743,1
7,1.0194,5310,FORT WORTH 4 0,North Central,161.00,-4.46,77.66,,0.00,5,-97.250782,32.867514,1
5,1.0140,5311,DALLAS 30 0,North Central,161.00,-7.52,40.96,,0.00,5,-96.824124,32.847403,1
5,1.0103,5312,AZLE 0,North Central,161.00,1.08,134.76,,0.00,5,-97.559829,32.899289,1
8,1.0139,5313,HUTCHINS 0,North Central,161.00,-4.69,16.12,,0.00,5,-96.694166,32.637611,1
3,1.0132,5314,VALLEY MILLS 0,North Central,161.00,3.80,17.59,,0.00,5,-97.502479,31.659708,1
4,1.0202,5315,DENTON 6 0,North Central,161.00,-0.88,60.23,,0.00,5,-97.223657,33.259097,1
4,1.0300,5316,MESQUITE 3 0,North Central,161.00,-6.99,176.19,,0.00,5,-96.628927,32.816401,1
6,1.0206,5317,GRANBURY 1 0,North Central,500.00,6.57,,,0.00,5,-97.731912,32.336766,1
5,1.0187,5318,GRANBURY 1 1,North Central,161.00,5.29,,,0.00,5,-97.729212,32.336766,1
0,1.0206,5319,GRANBURY 1 2,North Central,13.20,6.57,,0.00,0.00,5,-97.732722,32.333915,1
0,1.0206,5320,GRANBURY 1 3,North Central,13.20,6.57,,0.00,0.00,5,-97.732722,32.333459,1
0,1.0206,5321,GRANBURY 1 4,North Central,13.20,6.57,,0.00,0.00,5,-97.732722,32.333002,1
5,1.0177,5322,DALLAS 2 0,North Central,500.00,-0.11,,,0.00,5,-96.933100,32.722191,1
7,1.0136,5323,DALLAS 2 1,North Central,161.00,-4.85,404.05,,0.00,5,-96.930400,32.722191,1
0,1.0400,5324,DALLAS 2 2,North Central,13.80,2.46,,200.00,0.00,5,-96.933910,32.719806,1
0,1.0400,5325,DALLAS 2 3,North Central,13.80,5.79,,122.00,0.00,5,-96.933910,32.719352,1
0,1.0400,5326,DALLAS 2 4,North Central,13.80,2.92,,118.00,0.00,5,-96.933910,32.718898,1
2,1.0259,5327,MOUNT CALM 0,North Central,161.00,6.66,6.32,,0.00,5,-96.813796,31.772262,1
3,1.0143,5328,RIESEL 2 0,North Central,161.00,5.16,14.39,,0.00,5,-97.079174,31.344257,1
3,1.0085,5329,DALLAS 17 0,North Central,161.00,-6.69,232.95,,0.00,5,-96.779865,32.710415,1
8,1.0127,5330,ARLINGTON 4 0,North Central,161.00,-4.18,77.76,,0.00,5,-97.081846,32.753364,1
3,1.0047,5331,CELINA 0,North Central,161.00,-5.39,26.36,,0.00,5,-96.749377,33.336493,1
4,1.0200,5332,FORT WORTH 16 0,North Central,161.00,-2.28,85.12,,0.00,5,-97.384761,32.903537,1
6,1.0070,5333,RED OAK 0,North Central,161.00,-5.28,126.49,,0.00,5,-96.805965,32.520862,1
4,1.0167,5334,CLYDE 0,North Central,161.00,24.84,28.02,,0.00,5,-99.515279,32.263965,1
3,1.0200,5335,IRVING 2 0,North Central,161.00,-7.74,166.71,,0.00,5,-96.940758,32.884352,1
6,1.0137,5336,ROWLETT 1 0,North Central,161.00,-5.08,98.28,,0.00,5,-96.549035,32.896939,1
3,1.0105,5337,JACKSBORO 2 0,North Central,161.00,15.62,18.78,,0.00,5,-98.159761,33.142152,1
4,1.0108,5338,GRANBURY 3 0,North Central,161.00,0.25,80.26,,0.00,5,-97.629661,32.561160,1
5,1.0267,5339,SOUTHLAKE 0,North Central,161.00,-6.24,158.58,,0.00,5,-97.147232,32.959016,1
