From Number,To Number,To Nom kV,From Nom kV,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Lim MVA A,Lim MVA B,Lim MVA C
3058,3053,230.000,230.000,1,Closed,Line,NO,0.00300,0.03000,0.06000,1000.0,0.0,0.0
3059,3058,230.000,115.000,1,Closed,Transformer,YES,0.00178,0.03000,0.00000,377.0,377.0,377.0
3059,3111,115.000,115.000,1,Closed,Line,NO,0.01912,0.04672,0.00612,221.0,0.0,0.0
3059,3130,115.000,115.000,1,Closed,Line,NO,0.00646,0.03094,0.01544,210.2,210.2,210.2
3059,3130,115.000,115.000,2,Closed,Line,NO,0.00646,0.03094,0.01544,210.2,210.2,210.2
3059,3130,115.000,115.000,3,Closed,Line,NO,0.00646,0.03094,0.01544,210.2,210.2,210.2
3059,3130,115.000,115.000,4,Closed,Line,NO,0.00646,0.03094,0.01544,210.2,210.2,210.2
3059,12564,500.000,115.000,1,Closed,Transformer,YES,0.00010,0.00750,0.00000,2500.0,800.0,800.0
3059,12564,500.000,115.000,2,Closed,Transformer,YES,0.00010,0.00750,0.00000,2500.0,800.0,800.0
3059,13413,115.000,115.000,1,Closed,Line,NO,0.00818,0.03981,0.01783,218.1,218.1,218.1
3059,13413,115.000,115.000,2,Closed,Line,NO,0.00818,0.03981,0.01783,218.1,218.1,218.1
3059,13413,115.000,115.000,3,Closed,Line,NO,0.00818,0.03981,0.01783,218.1,218.1,218.1
3060,3058,230.000,18.000,1,Closed,Transformer,YES,0.00099,0.06236,0.00000,294.0,294.0,294.0
3061,3058,230.000,18.000,1,Closed,Transformer,YES,0.00041,0.02545,0.00000,280.8,280.8,280.8
3062,3058,230.000,18.000,1,Closed,Transformer,YES,0.00065,0.01903,0.00000,233.6,233.6,233.6
3063,3058,230.000,18.000,1,Closed,Transformer,YES,0.00149,0.08741,0.00000,154.4,154.4,154.4
3064,3141,115.000,115.000,1,Closed,Line,NO,0.01218,0.05051,0.00857,149.0,0.0,0.0
3064,13366,115.000,115.000,1,Closed,Line,NO,0.00320,0.01514,0.00200,121.0,121.0,121.0
3065,3064,115.000,18.000,1,Closed,Transformer,YES,0.00132,0.02105,0.00000,255.4,255.4,255.4
3066,3142,115.000,115.000,1,Closed,Line,NO,0.03037,0.17347,0.02607,98.0,0.0,0.0
3066,12910,115.000,115.000,1,Closed,Line,NO,0.01012,0.05619,0.03464,143.5,143.5,143.5
3066,13142,115.000,115.000,1,Closed,Line,NO,0.00836,0.04243,0.01576,242.0,242.0,242.0
3066,13142,115.000,115.000,2,Closed,Line,NO,0.00836,0.04243,0.01576,242.0,242.0,242.0
3067,3070,115.000,115.000,1,Closed,Line,NO,0.01175,0.06712,0.01009,114.0,114.0,114.0
3067,3083,115.000,115.000,1,Closed,Line,NO,0.01045,0.04497,0.00692,117.7,117.7,117.7
3067,3094,115.000,115.000,1,Closed,Line,NO,0.01576,0.07025,0.01030,149.0,0.0,0.0
3067,3137,115.000,115.000,1,Closed,Line,NO,0.00602,0.03053,0.00597,113.6,113.6,113.6
3067,3141,115.000,115.000,1,Closed,Line,NO,0.01175,0.05234,0.00768,191.0,191.0,191.0
3068,3067,115.000,20.000,1,Closed,Transformer,YES,0.00305,0.07510,0.00000,220.1,220.1,220.1
3069,3077,115.000,115.000,1,Closed,Line,NO,0.01599,0.09132,0.01372,98.0,0.0,0.0
3069,3091,115.000,115.000,1,Closed,Line,NO,0.01822,0.07740,0.04462,165.8,165.8,165.8
3069,3140,115.000,115.000,1,Closed,Line,NO,0.01354,0.03311,0.00434,98.0,0.0,0.0
3069,3140,115.000,115.000,2,Closed,Line,NO,0.00447,0.02389,0.00626,228.8,228.8,228.8
3069,3140,115.000,115.000,3,Closed,Line,NO,0.00447,0.02389,0.00626,228.8,228.8,228.8
3070,3083,115.000,115.000,1,Closed,Line,NO,0.00487,0.02829,0.00379,138.5,138.5,138.5
3070,3094,115.000,115.000,1,Closed,Line,NO,0.00319,0.01465,0.00229,151.1,151.1,151.1
3070,3103,115.000,115.000,1,Closed,Line,NO,0.00872,0.03704,0.00496,179.5,179.5,179.5
3070,3103,115.000,115.000,2,Closed,Line,NO,0.00872,0.03704,0.00496,179.5,179.5,179.5
3070,3131,115.000,115.000,1,Closed,Line,NO,0.00569,0.02535,0.00372,149.0,0.0,0.0
3070,3131,115.000,115.000,2,Closed,Line,NO,0.00317,0.01761,0.00562,110.5,110.5,110.5
3070,3137,115.000,115.000,1,Closed,Line,NO,0.01046,0.04142,0.00776,118.3,118.3,118.3
3070,13071,115.000,115.000,1,Closed,Line,NO,0.01587,0.05264,0.01441,220.0,220.0,220.0
3071,3070,115.000,24.000,1,Closed,Transformer,YES,0.00129,0.03007,0.00000,263.7,263.7,263.7
3072,3040,115.000,115.000,1,Closed,Line,NO,0.02206,0.09153,0.01553,193.0,193.0,193.0
3073,3076,115.000,115.000,1,Closed,Line,NO,0.01657,0.09953,0.01351,149.0,149.0,149.0
3073,4002,115.000,115.000,1,Closed,Line,NO,0.03286,0.18769,0.02820,155.0,155.0,155.0
3074,3073,115.000,13.800,1,Closed,Transformer,YES,0.00513,0.14571,0.00000,128.3,128.3,128.3
3075,3138,115.000,115.000,1,Closed,Line,NO,0.07470,0.18259,0.02391,253.0,253.0,253.0
3075,13325,115.000,115.000,1,Closed,Line,NO,0.00740,0.04434,0.04522,207.0,207.0,207.0
3075,13325,115.000,115.000,2,Closed,Line,NO,0.00740,0.04434,0.04522,207.0,207.0,207.0
3075,13325,115.000,115.000,3,Closed,Line,NO,0.00740,0.04434,0.04522,207.0,207.0,207.0
3075,13325,115.000,115.000,4,Closed,Line,NO,0.00740,0.04434,0.04522,207.0,207.0,207.0
3076,13044,115.000,115.000,1,Closed,Line,NO,0.00868,0.04108,0.00667,163.5,163.5,163.5
3076,13044,115.000,115.000,2,Closed,Line,NO,0.00868,0.04108,0.00667,163.5,163.5,163.5
3077,3099,115.000,115.000,1,Closed,Line,NO,0.00591,0.03377,0.00508,221.0,0.0,0.0
3077,3099,115.000,115.000,2,Closed,Line,NO,0.00597,0.02955,0.00607,121.1,121.1,121.1
3077,3125,115.000,115.000,1,Closed,Line,NO,0.01107,0.05721,0.00638,107.0,107.0,107.0
3077,3131,115.000,115.000,1,Closed,Line,NO,0.01523,0.06786,0.00995,250.0,0.0,0.0
3078,1111,230.000,230.000,1,Closed,Line,NO,0.00267,0.02788,0.15611,384.3,384.3,384.3
3078,3037,230.000,230.000,1,Closed,Line,NO,0.00125,0.01223,0.02354,548.0,0.0,0.0
3078,3133,230.000,230.000,1,Closed,Line,NO,0.00420,0.03003,0.05475,672.0,672.0,672.0
3078,3133,230.000,230.000,2,Closed,Line,NO,0.00420,0.03003,0.05475,672.0,672.0,672.0
3079,3078,230.000,161.000,1,Closed,Transformer,YES,0.00156,0.05913,0.00000,166.0,0.0,0.0
3080,3079,161.000,115.000,1,Closed,Transformer,YES,0.00542,0.12325,0.00000,90.0,0.0,0.0
3080,3128,115.000,115.000,1,Closed,Line,NO,0.01427,0.05628,0.01287,143.5,143.5,143.5
3081,3078,230.000,20.000,1,Closed,Transformer,YES,0.00118,0.03861,0.00000,341.6,341.6,341.6
3082,3046,230.000,230.000,1,Closed,Line,NO,0.00313,0.03062,0.05891,750.0,0.0,0.0
3082,3053,230.000,230.000,1,Closed,Line,NO,0.00152,0.01490,0.02867,548.0,0.0,0.0
3083,3082,230.000,115.000,1,Closed,Transformer,YES,0.00172,0.06400,0.00000,143.8,0.0,0.0
3083,3094,115.000,115.000,1,Closed,Line,NO,0.00796,0.03347,0.00616,157.1,157.1,157.1
3083,3099,115.000,115.000,1,Closed,Line,NO,0.00841,0.03807,0.03375,137.8,137.8,137.8
3083,3103,115.000,115.000,1,Closed,Line,NO,0.00298,0.01689,0.00191,220.0,107.0,107.0
3084,3082,230.000,13.800,1,Closed,Transformer,YES,0.00034,0.01557,0.00000,268.7,268.7,268.7
3085,3022,115.000,115.000,1,Closed,Line,NO,0.01233,0.07039,0.01058,149.0,149.0,149.0
3085,3128,115.000,115.000,1,Closed,Line,NO,0.00690,0.01687,0.00221,120.0,120.0,120.0
3085,3128,115.000,115.000,2,Closed,Line,NO,0.00419,0.01680,0.00228,119.1,119.1,119.1
3086,3085,115.000,13.200,1,Closed,Transformer,YES,0.01121,0.20272,0.00000,95.2,95.2,95.2
3087,3085,115.000,13.200,1,Closed,Transformer,YES,0.00448,0.17399,0.00000,119.3,119.3,119.3
3089,3088,230.000,161.000,1,Closed,Transformer,YES,0.00050,0.02042,0.00000,411.0,0.0,0.0
3089,5334,161.000,161.000,1,Closed,Line,NO,0.00940,0.05512,0.02752,409.0,0.0,0.0
3091,3089,161.000,115.000,1,Closed,Transformer,YES,0.00127,0.03474,0.00000,268.0,0.0,0.0
3091,3089,161.000,115.000,2,Closed,Transformer,YES,0.00127,0.03474,0.00000,268.0,0.0,0.0
3091,3102,115.000,115.000,1,Closed,Line,NO,0.00402,0.02416,0.00328,98.0,0.0,0.0
3091,3125,115.000,115.000,1,Closed,Line,NO,0.01164,0.02796,0.00379,98.0,0.0,0.0
3091,3125,115.000,115.000,2,Closed,Line,NO,0.00547,0.02013,0.00547,172.3,172.3,172.3
3092,3088,230.000,13.800,1,Closed,Transformer,YES,0.00177,0.08528,0.00000,234.7,234.7,234.7
3093,3010,115.000,115.000,1,Closed,Line,NO,0.02325,0.13960,0.01894,133.0,133.0,133.0
3094,3131,115.000,115.000,1,Closed,Line,NO,0.00262,0.01278,0.00202,243.2,243.2,243.2
3095,3094,115.000,18.000,1,Closed,Transformer,YES,0.00152,0.03839,0.00000,161.7,161.7,161.7
3096,12788,230.000,230.000,1,Closed,Line,NO,0.00170,0.01586,0.09533,342.1,342.1,342.1
3097,3096,230.000,115.000,1,Closed,Transformer,YES,0.00239,0.06155,0.00000,233.0,233.0,233.0
3097,3096,230.000,115.000,2,Closed,Transformer,YES,0.00239,0.06155,0.00000,233.0,233.0,233.0
3097,3109,115.000,115.000,1,Closed,Line,NO,0.00325,0.02263,0.00370,340.0,0.0,0.0
3097,12939,115.000,115.000,1,Closed,Line,NO,0.01531,0.06556,0.02052,267.0,267.0,267.0
3097,12939,115.000,115.000,2,Closed,Line,NO,0.01531,0.06556,0.02052,267.0,267.0,267.0
3098,3096,230.000,13.800,1,Closed,Transformer,YES,0.00161,0.07443,0.00000,241.7,241.7,241.7
3099,3100,115.000,115.000,1,Closed,Line,NO,0.01869,0.08329,0.01221,250.0,0.0,0.0
3099,3131,115.000,115.000,1,Closed,Line,NO,0.00774,0.04006,0.01144,134.1,134.1,134.1
3100,3102,115.000,115.000,1,Closed,Line,NO,0.01500,0.08800,0.01200,98.0,0.0,0.0
3100,3102,115.000,115.000,2,Closed,Line,NO,0.01162,0.04985,0.00942,114.4,114.4,114.4
3100,13079,115.000,115.000,1,Closed,Line,NO,0.00829,0.03465,0.02274,246.3,246.3,246.3
3101,3108,115.000,115.000,1,Closed,Line,NO,0.01899,0.08615,0.04348,140.4,140.4,140.4
3102,3125,115.000,115.000,1,Closed,Line,NO,0.01147,0.04312,0.00725,100.9,100.9,100.9
3103,3121,115.000,115.000,1,Closed,Line,NO,0.02125,0.13302,0.02196,171.4,171.4,171.4
3103,3121,115.000,115.000,2,Closed,Line,NO,0.02125,0.13302,0.02196,171.4,171.4,171.4
3104,3101,115.000,115.000,1,Closed,Line,NO,0.01395,0.07966,0.01197,115.0,115.0,115.0
3105,3104,115.000,13.200,1,Closed,Transformer,YES,0.00612,0.23006,0.00000,37.3,37.3,37.3
3106,3104,115.000,13.200,1,Closed,Transformer,YES,0.00996,0.37999,0.00000,37.5,37.5,37.5
3108,3147,115.000,115.000,1,Closed,Line,NO,0.03432,0.08389,0.01098,98.0,0.0,0.0
3108,6065,115.000,115.000,1,Closed,Line,NO,0.02034,0.11619,0.01746,98.0,0.0,0.0
3109,12663,115.000,115.000,1,Closed,Line,NO,0.00314,0.01523,0.02603,151.6,151.6,151.6
3109,12663,115.000,115.000,2,Closed,Line,NO,0.00314,0.01523,0.02603,151.6,151.6,151.6
3110,3109,115.000,13.800,1,Closed,Transformer,YES,0.00080,0.03083,0.00000,224.8,224.8,224.8
3111,13280,115.000,115.000,1,Closed,Line,NO,0.00440,0.01935,0.00539,126.8,126.8,126.8
3111,13413,115.000,115.000,1,Closed,Line,NO,0.00642,0.03541,0.00464,109.4,109.4,109.4
3112,3111,115.000,18.000,1,Closed,Transformer,YES,0.00404,0.10312,0.00000,102.9,102.9,102.9
3113,3111,115.000,18.000,1,Closed,Transformer,YES,0.00509,0.13766,0.00000,103.0,103.0,103.0
3114,3019,115.000,115.000,1,Closed,Line,NO,0.01054,0.07345,0.01201,221.0,0.0,0.0
3114,3019,115.000,115.000,2,Closed,Line,NO,0.01054,0.07345,0.01201,221.0,0.0,0.0
3114,3030,115.000,115.000,1,Closed,Line,NO,0.02646,0.10977,0.01863,149.0,0.0,0.0
3114,13198,115.000,115.000,1,Closed,Line,NO,0.00893,0.03943,0.02321,165.0,165.0,165.0
3116,3115,115.000,115.000,1,Closed,Line,NO,0.02115,0.08773,0.01489,450.0,0.0,0.0
3116,3136,115.000,115.000,1,Closed,Line,NO,0.01168,0.07015,0.00952,221.0,0.0,0.0
3116,13403,115.000,115.000,1,Closed,Line,NO,0.00858,0.04644,0.02092,130.2,130.2,130.2
3117,3116,115.000,13.800,1,Closed,Transformer,YES,0.00171,0.05959,0.00000,158.6,158.6,158.6
3119,6309,115.000,115.000,1,Closed,Line,NO,0.03000,0.18000,0.18000,307.0,307.0,307.0
3119,6309,115.000,115.000,2,Closed,Line,NO,0.03000,0.18000,0.18000,307.0,307.0,307.0
3119,13044,115.000,115.000,1,Closed,Line,NO,0.01273,0.04606,0.01030,450.0,150.0,150.0
3120,3119,115.000,13.800,1,Closed,Transformer,YES,0.00165,0.06913,0.00000,123.1,123.1,123.1
3121,3129,115.000,115.000,1,Closed,Line,NO,0.00954,0.03956,0.00671,149.0,0.0,0.0
3121,3145,115.000,115.000,1,Closed,Line,NO,0.02936,0.13085,0.01919,149.0,0.0,0.0
3122,3121,115.000,18.000,1,Closed,Transformer,YES,0.00067,0.01458,0.00000,255.9,255.9,255.9
3123,3073,115.000,115.000,1,Closed,Line,NO,0.01212,0.06921,0.01040,250.0,0.0,0.0
3123,13335,115.000,115.000,1,Closed,Line,NO,0.00714,0.03415,0.05031,163.0,163.0,163.0
3125,3100,115.000,115.000,1,Closed,Line,NO,0.01620,0.07086,0.01079,149.0,0.0,0.0
3126,3005,115.000,115.000,1,Closed,Line,NO,0.02210,0.13272,0.01801,220.0,0.0,0.0
3126,3123,115.000,115.000,1,Closed,Line,NO,0.05936,0.14511,0.01900,98.0,0.0,0.0
3126,6059,115.000,115.000,1,Closed,Line,NO,0.04241,0.10187,0.01382,220.0,0.0,0.0
3126,13313,115.000,115.000,1,Closed,Line,NO,0.00782,0.02984,0.00999,144.0,144.0,144.0
3126,13335,115.000,115.000,1,Closed,Line,NO,0.00825,0.03933,0.00547,112.2,112.2,112.2
3127,3141,115.000,115.000,1,Closed,Line,NO,0.00595,0.02651,0.00389,221.0,0.0,0.0
3127,3141,115.000,115.000,2,Closed,Line,NO,0.00495,0.01998,0.00530,255.0,255.0,255.0
3127,13366,115.000,115.000,1,Closed,Line,NO,0.00524,0.02486,0.00475,203.2,203.2,203.2
3128,3129,115.000,115.000,1,Closed,Line,NO,0.00307,0.01796,0.00334,136.0,136.0,136.0
3129,3047,115.000,115.000,1,Closed,Line,NO,0.02116,0.05173,0.00677,221.0,0.0,0.0
3130,1044,115.000,115.000,1,Closed,Line,NO,0.02731,0.19029,0.03111,221.0,0.0,0.0
3130,13280,115.000,115.000,1,Closed,Line,NO,0.00454,0.02103,0.04476,220.0,168.8,168.8
3131,3137,115.000,115.000,1,Closed,Line,NO,0.00941,0.04085,0.00994,144.3,144.3,144.3
3131,13071,115.000,115.000,1,Closed,Line,NO,0.01407,0.06156,0.01877,220.0,106.0,106.0
3132,3075,115.000,115.000,1,Closed,Line,NO,0.07582,0.18532,0.02427,450.0,0.0,0.0
3132,3142,115.000,115.000,1,Closed,Line,NO,0.00721,0.03497,0.04242,156.2,156.2,156.2
3132,3142,115.000,115.000,2,Closed,Line,NO,0.00721,0.03497,0.04242,156.2,156.2,156.2
3132,3144,115.000,115.000,1,Closed,Line,NO,0.04225,0.10327,0.01352,98.0,0.0,0.0
3132,12646,230.000,115.000,1,Closed,Transformer,YES,0.00010,0.00750,0.00000,600.0,600.0,600.0
3132,13241,115.000,115.000,1,Closed,Line,NO,0.00738,0.03483,0.02868,181.6,181.6,181.6
3133,3096,230.000,230.000,1,Closed,Line,NO,0.00380,0.02718,0.04955,538.0,538.0,538.0
3134,3079,161.000,161.000,1,Closed,Line,NO,0.01347,0.05936,0.02763,187.0,0.0,0.0
3134,3133,230.000,161.000,1,Closed,Transformer,YES,0.00391,0.20153,0.00000,83.0,0.0,0.0
3136,3134,161.000,115.000,1,Closed,Transformer,YES,0.00579,0.22970,0.00000,200.0,0.0,0.0
3136,13312,115.000,115.000,1,Closed,Line,NO,0.00237,0.01166,0.00340,183.0,183.0,183.0
3137,3083,115.000,115.000,1,Closed,Line,NO,0.00824,0.03605,0.00549,149.0,0.0,0.0
3137,3094,115.000,115.000,1,Closed,Line,NO,0.01800,0.04399,0.00576,221.0,0.0,0.0
3137,3141,115.000,115.000,1,Closed,Line,NO,0.02117,0.08044,0.01161,163.0,163.0,163.0
3137,3145,115.000,115.000,1,Closed,Line,NO,0.01119,0.05528,0.02642,140.7,140.7,140.7
3138,3142,115.000,115.000,1,Closed,Line,NO,0.02534,0.14471,0.02175,220.0,0.0,0.0
3138,3146,115.000,115.000,1,Closed,Line,NO,0.03674,0.16070,0.02447,149.0,0.0,0.0
3139,3016,115.000,115.000,1,Closed,Line,NO,0.02927,0.12143,0.02061,221.0,0.0,0.0
3139,3040,115.000,115.000,1,Closed,Line,NO,0.01922,0.08563,0.01256,250.0,0.0,0.0
3140,3008,115.000,115.000,1,Closed,Line,NO,0.02780,0.12389,0.01817,250.0,0.0,0.0
3142,3072,115.000,115.000,1,Closed,Line,NO,0.01958,0.11184,0.01681,163.0,163.0,163.0
3143,3008,115.000,115.000,1,Closed,Line,NO,0.04389,0.10730,0.01405,98.0,0.0,0.0
3144,3143,115.000,115.000,1,Closed,Line,NO,0.04463,0.10909,0.01428,110.0,110.0,110.0
3144,12910,115.000,115.000,1,Closed,Line,NO,0.00733,0.02635,0.00822,157.0,157.0,157.0
3145,3006,115.000,115.000,1,Closed,Line,NO,0.01721,0.07139,0.01211,149.0,0.0,0.0
3145,12996,115.000,115.000,1,Closed,Line,NO,0.01606,0.07749,0.01157,111.0,111.0,111.0
3146,3009,115.000,115.000,1,Closed,Line,NO,0.03539,0.14683,0.02492,149.0,0.0,0.0
3147,3029,115.000,115.000,1,Closed,Line,NO,0.01187,0.06781,0.01019,250.0,0.0,0.0
4002,13044,115.000,115.000,1,Closed,Line,NO,0.02215,0.13302,0.01805,220.0,150.0,150.0
4002,13391,115.000,115.000,1,Closed,Line,NO,0.01619,0.07476,0.01919,241.2,241.2,241.2
4002,13391,115.000,115.000,2,Closed,Line,NO,0.01619,0.07476,0.01919,241.2,241.2,241.2
4003,4013,115.000,115.000,1,Closed,Line,NO,0.00765,0.03441,0.01325,188.0,188.0,188.0
4003,4013,115.000,115.000,2,Closed,Line,NO,0.00765,0.03441,0.01325,188.0,188.0,188.0
4003,4040,115.000,115.000,1,Closed,Line,NO,0.01209,0.07809,0.01490,250.0,0.0,0.0
4003,4103,115.000,115.000,1,Closed,Line,NO,0.00838,0.05414,0.01033,221.0,0.0,0.0
4005,4004,230.000,115.000,1,Closed,Transformer,YES,0.00169,0.06285,0.00000,190.0,0.0,0.0
4006,4011,115.000,115.000,1,Closed,Line,NO,0.02690,0.11766,0.01792,149.0,0.0,0.0
4006,4147,115.000,115.000,1,Closed,Line,NO,0.02156,0.09930,0.02125,265.0,265.0,265.0
4006,4197,115.000,115.000,1,Closed,Line,NO,0.00624,0.04344,0.00710,298.0,298.0,298.0
4007,4027,115.000,115.000,1,Closed,Line,NO,0.00348,0.02089,0.00284,221.0,0.0,0.0
4007,4027,115.000,115.000,2,Closed,Line,NO,0.00164,0.00879,0.00123,188.7,188.7,188.7
4007,4034,115.000,115.000,1,Closed,Line,NO,0.00873,0.03892,0.00571,149.0,0.0,0.0
4007,4040,115.000,115.000,1,Closed,Line,NO,0.00219,0.00868,0.00101,123.6,123.6,123.6
4007,4068,115.000,115.000,1,Closed,Line,NO,0.01886,0.09724,0.01932,107.9,107.9,107.9
4007,4074,115.000,115.000,1,Closed,Line,NO,0.00473,0.02638,0.00394,131.7,131.7,131.7
4007,4088,115.000,115.000,1,Closed,Line,NO,0.00659,0.03543,0.00948,126.5,126.5,126.5
4007,4103,115.000,115.000,1,Closed,Line,NO,0.01367,0.06454,0.02759,127.7,127.7,127.7
4007,4122,115.000,115.000,1,Closed,Line,NO,0.00469,0.02091,0.00307,221.0,0.0,0.0
4008,6112,115.000,115.000,1,Closed,Line,NO,0.01363,0.07782,0.01169,98.0,0.0,0.0
4008,6346,115.000,115.000,1,Closed,Line,NO,0.01174,0.05229,0.00767,149.0,0.0,0.0
4009,4152,115.000,115.000,1,Closed,Line,NO,0.00542,0.03498,0.00667,221.0,0.0,0.0
4009,4152,115.000,115.000,2,Closed,Line,NO,0.00542,0.03498,0.00667,221.0,0.0,0.0
4009,13131,115.000,115.000,1,Closed,Line,NO,0.00974,0.04226,0.01724,207.0,207.0,207.0
4010,4009,115.000,20.000,1,Closed,Transformer,YES,0.00253,0.06001,0.00000,262.0,262.0,262.0
4010,4009,115.000,20.000,2,Closed,Transformer,YES,0.00315,0.06944,0.00000,222.0,222.0,222.0
4011,4185,115.000,115.000,1,Closed,Line,NO,0.03112,0.13615,0.02073,149.0,0.0,0.0
4011,13373,115.000,115.000,1,Closed,Line,NO,0.00917,0.04037,0.00992,130.8,130.8,130.8
4012,4103,115.000,115.000,1,Closed,Line,NO,0.02485,0.14192,0.02133,221.0,0.0,0.0
4012,4121,115.000,115.000,1,Closed,Line,NO,0.01296,0.07781,0.01056,98.0,0.0,0.0
4012,4171,115.000,115.000,1,Closed,Line,NO,0.02502,0.11152,0.01635,221.0,0.0,0.0
4013,4089,115.000,115.000,1,Closed,Line,NO,0.01437,0.09281,0.01771,250.0,0.0,0.0
4013,4103,115.000,115.000,1,Closed,Line,NO,0.00711,0.03412,0.00760,217.4,217.4,217.4
4013,4103,115.000,115.000,2,Closed,Line,NO,0.00711,0.03412,0.00760,217.4,217.4,217.4
4013,4122,115.000,115.000,1,Closed,Line,NO,0.00312,0.01784,0.00268,98.0,0.0,0.0
4013,4122,115.000,115.000,2,Closed,Line,NO,0.00067,0.00399,0.00087,187.6,187.6,187.6
4013,4122,115.000,115.000,3,Closed,Line,NO,0.00067,0.00399,0.00087,187.6,187.6,187.6
4013,4122,115.000,115.000,4,Closed,Line,NO,0.00067,0.00399,0.00087,187.6,187.6,187.6
4013,4122,115.000,115.000,5,Closed,Line,NO,0.00067,0.00399,0.00087,187.6,187.6,187.6
4013,12560,500.000,115.000,1,Closed,Transformer,YES,0.00010,0.00750,0.00000,1126.0,1126.0,1126.0
4013,12560,500.000,115.000,2,Closed,Transformer,YES,0.00010,0.00750,0.00000,1126.0,1126.0,1126.0
4013,13289,115.000,115.000,1,Closed,Line,NO,0.02301,0.08095,0.03103,199.9,199.9,199.9
4013,13289,115.000,115.000,2,Closed,Line,NO,0.02301,0.08095,0.03103,199.9,199.9,199.9
4014,3050,230.000,230.000,1,Closed,Line,NO,0.01665,0.16272,0.31309,548.0,0.0,0.0
4014,4004,230.000,230.000,1,Closed,Line,NO,0.00600,0.06000,0.11500,548.0,0.0,0.0
4014,4131,230.000,230.000,1,Closed,Line,NO,0.01669,0.11926,0.21744,443.0,0.0,0.0
4015,4014,230.000,115.000,1,Closed,Transformer,YES,0.00058,0.03637,0.00000,321.0,0.0,0.0
4015,4014,230.000,115.000,2,Closed,Transformer,YES,0.00058,0.03637,0.00000,321.0,0.0,0.0
4015,13297,115.000,115.000,1,Closed,Line,NO,0.02624,0.08620,0.01498,166.2,166.2,166.2
4016,4023,115.000,115.000,1,Closed,Line,NO,0.01228,0.07374,0.01001,220.0,0.0,0.0
4017,4087,115.000,115.000,1,Closed,Line,NO,0.00568,0.02531,0.00371,149.0,0.0,0.0
4017,4123,115.000,115.000,1,Closed,Line,NO,0.00492,0.03426,0.00560,221.0,0.0,0.0
4018,4037,115.000,115.000,1,Closed,Line,NO,0.01371,0.06107,0.00896,149.0,0.0,0.0
4018,4037,115.000,115.000,2,Closed,Line,NO,0.00576,0.03127,0.00324,148.8,148.8,148.8
4018,12831,115.000,115.000,1,Closed,Line,NO,0.01448,0.05534,0.02006,163.3,163.3,163.3
4019,4067,115.000,115.000,1,Closed,Line,NO,0.00919,0.06276,0.01068,221.0,0.0,0.0
4019,4067,115.000,115.000,2,Closed,Line,NO,0.00919,0.06276,0.01068,221.0,0.0,0.0
4019,4089,115.000,115.000,1,Closed,Line,NO,0.00786,0.02999,0.02488,119.5,119.5,119.5
4019,4121,115.000,115.000,1,Closed,Line,NO,0.02026,0.04952,0.00648,98.0,0.0,0.0
4019,4121,115.000,115.000,2,Closed,Line,NO,0.00118,0.00375,0.00056,109.4,109.4,109.4
4020,4081,115.000,115.000,1,Closed,Line,NO,0.00803,0.03577,0.00525,149.0,0.0,0.0
4020,4123,115.000,115.000,1,Closed,Line,NO,0.00803,0.03577,0.00525,149.0,0.0,0.0
4021,4067,115.000,115.000,1,Closed,Line,NO,0.01161,0.05723,0.03522,132.3,132.3,132.3
4021,4088,115.000,115.000,1,Closed,Line,NO,0.00629,0.03658,0.04764,268.0,268.0,268.0
4021,4088,115.000,115.000,2,Closed,Line,NO,0.00629,0.03658,0.04764,268.0,268.0,268.0
4021,4107,115.000,115.000,1,Closed,Line,NO,0.01027,0.04757,0.02146,243.0,243.0,243.0
4021,4167,115.000,115.000,1,Closed,Line,NO,0.00965,0.04299,0.00630,149.0,0.0,0.0
4021,12970,115.000,115.000,1,Closed,Line,NO,0.01221,0.06971,0.02879,235.0,235.0,235.0
4021,12970,115.000,115.000,2,Closed,Line,NO,0.01221,0.06971,0.02879,235.0,235.0,235.0
4021,12970,115.000,115.000,3,Closed,Line,NO,0.01221,0.06971,0.02879,235.0,235.0,235.0
4022,4005,115.000,115.000,1,Closed,Line,NO,0.02734,0.11343,0.01925,214.0,214.0,214.0
4022,13083,115.000,115.000,1,Closed,Line,NO,0.02174,0.10520,0.05184,220.0,220.0,220.0
4022,13083,115.000,115.000,2,Closed,Line,NO,0.02174,0.10520,0.05184,220.0,220.0,220.0
4025,4024,230.000,115.000,1,Closed,Transformer,YES,0.00130,0.04477,0.00000,260.0,0.0,0.0
4025,4024,230.000,115.000,2,Closed,Transformer,YES,0.00130,0.04477,0.00000,260.0,0.0,0.0
4025,4117,115.000,115.000,1,Closed,Line,NO,0.00307,0.01981,0.00378,260.0,0.0,0.0
4025,4117,115.000,115.000,2,Closed,Line,NO,0.00345,0.01662,0.00460,178.2,178.2,178.2
4025,4117,115.000,115.000,3,Closed,Line,NO,0.00345,0.01662,0.00460,178.2,178.2,178.2
4026,4024,230.000,13.800,1,Closed,Transformer,YES,0.00036,0.01970,0.00000,577.1,577.1,577.1
4026,4024,230.000,13.800,2,Closed,Transformer,YES,0.00148,0.06658,0.00000,500.0,0.0,0.0
4027,4034,115.000,115.000,1,Closed,Line,NO,0.00887,0.03050,0.00593,116.1,116.1,116.1
4027,4040,115.000,115.000,1,Closed,Line,NO,0.00043,0.00240,0.00024,243.8,243.8,243.8
