Gen
Number of Bus,Sub Num of Bus,AVR,Name of Bus,ID,Min Mvar,Set Volt,Gen Mvar,Max Mvar,Status,Longitude of Bus,Latitude of Bus,Fuel Cost,IOD,IOC,IOB,Gen MW,Min MW,Max MW,AGC,Part. Factor,Fuel Type,"Ramp Rate Up, MW/Minute","Ramp Rate Down, MW/Minute"
12688,25,YES,MCCAMEY 1 4,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.187180,31.209284,0.000,0.000,0.000,0.000,200.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13102,1397,YES,RICHMOND 3 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.779460,29.386589,0.000,0.000,0.000,0.000,0.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13320,1487,YES,TBD 2 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-103.727460,31.424349,0.000,0.000,0.000,0.000,100.0000,0.0000,100.0000,YES,100.0000,SUN (Solar),0.000,-100.000
13422,1548,YES,WHARTON 4 1,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.019784,29.190271,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
13084,1388,YES,CARRIZO SPRINGS 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.754380,28.436699,0.000,0.000,0.000,0.000,200.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13078,1386,YES,CUNNINGHAM 3 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.191986,33.263127,0.000,0.000,0.000,0.000,200.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13074,1384,YES,SAN ANGELO 4 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-100.598560,31.513010,0.000,0.000,0.000,0.000,200.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13072,1383,YES,WINGATE 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-100.161835,32.102181,0.000,0.000,0.000,0.000,200.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13318,1486,YES,LAMESA 4 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-101.925982,32.713226,0.000,0.000,0.000,0.000,100.0000,0.0000,100.0000,YES,100.0000,SUN (Solar),0.000,-100.000
8020,1167,YES,BEN WHEELER 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.714250,32.473489,0.000,0.000,0.000,0.000,59.0000,0.0000,59.0000,YES,59.0000,SUN (Solar),0.000,-100.000
13343,1495,YES,CRAWFORD 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-97.407560,31.536011,0.000,0.000,0.000,0.000,0.0000,0.0000,100.0000,YES,100.0000,SUN (Solar),0.000,-100.000
13045,1371,YES,BRACKETTVILLE 4 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-100.561488,29.348050,0.000,0.000,0.000,0.000,160.0000,0.0000,160.0000,YES,160.0000,SUN (Solar),0.000,-100.000
13424,1550,YES,COAHOMA 1 1,1,0.0000,1.0400,0.0000,0.0000,Closed,-101.275251,32.493435,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
13023,1362,YES,COYANOSA 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-103.126560,31.180764,0.000,0.000,0.000,0.000,203.8000,0.0000,203.8000,YES,203.8000,SUN (Solar),0.000,-100.000
13019,1361,YES,STEPHENVILLE 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-98.177991,32.087086,0.000,0.000,0.000,0.000,204.0000,0.0000,204.0000,YES,204.0000,SUN (Solar),0.000,-100.000
12661,1286,YES,SNYDER 3 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-100.745849,32.881147,0.000,0.000,0.000,0.000,320.0000,0.0000,320.0000,YES,320.0000,SUN (Solar),0.000,-100.000
13007,1357,YES,ROGERS 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.163668,30.962343,0.000,0.000,0.000,0.000,210.0000,0.0000,210.0000,YES,210.0000,SUN (Solar),0.000,-100.000
12750,958,YES,LIVERPOOL 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.256114,29.261592,0.000,0.000,0.000,0.000,0.0000,0.0000,350.0000,YES,350.0000,SUN (Solar),0.000,-100.000
12983,1348,YES,BONNEY 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.426310,29.292258,0.000,0.000,0.000,0.000,0.0000,0.0000,225.0000,YES,225.0000,SUN (Solar),0.000,-100.000
13334,1491,YES,WEST COLUMBIA 2 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.740134,29.165201,0.000,0.000,0.000,0.000,0.0000,0.0000,100.0000,YES,100.0000,SUN (Solar),0.000,-100.000
12981,1347,YES,GAIL 2 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-101.621253,32.739453,0.000,0.000,0.000,0.000,225.0000,0.0000,225.0000,YES,225.0000,SUN (Solar),0.000,-100.000
13423,1549,YES,BRUNI 4 1,20,0.0000,1.0400,0.0000,0.0000,Closed,-98.831362,27.418997,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
12973,1343,YES,NEEDVILLE 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.745848,29.355954,0.000,0.000,0.000,0.000,0.0000,0.0000,227.5000,YES,227.5000,SUN (Solar),0.000,-100.000
5284,577,YES,QUINLAN 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.084648,32.985094,0.000,0.000,0.000,0.000,50.0000,0.0000,50.0000,YES,50.0000,SUN (Solar),0.000,-100.000
12968,1193,YES,TRINIDAD 2 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.194732,32.157453,0.000,0.000,0.000,0.000,152.7000,0.0000,152.7000,YES,152.7000,SUN (Solar),0.000,-100.000
1009,6,YES,IRAAN 2 1,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.256313,30.944224,0.000,0.000,0.000,0.000,222.0000,0.0000,222.0000,YES,222.0000,SUN (Solar),0.000,-100.000
12943,1335,YES,VICTORIA 4 3,1,0.0000,1.0400,0.0000,0.0000,Open,-96.976638,28.898728,0.000,0.000,0.000,0.000,0.0000,0.0000,180.0000,YES,180.0000,SUN (Solar),0.000,-100.000
12785,1297,YES,HASKELL 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-99.614090,33.017413,0.000,0.000,0.000,0.000,0.0000,0.0000,225.0000,YES,225.0000,SUN (Solar),0.000,-100.000
12789,1298,YES,LAMESA 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-101.390480,32.766873,0.000,0.000,0.000,0.000,159.0000,0.0000,159.0000,YES,159.0000,SUN (Solar),0.000,-100.000
12925,477,YES,ROSEBUD 3,1,0.0000,1.0400,0.0000,0.0000,Open,-96.933343,31.023784,0.000,0.000,0.000,0.000,0.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12920,705,YES,ABBOTT 3,1,0.0000,1.0400,0.0000,0.0000,Open,-97.013540,31.864562,0.000,0.000,0.000,0.000,0.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12913,1326,YES,CUNNINGHAM 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.191986,33.244698,0.000,0.000,0.000,0.000,250.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
7230,1031,YES,BEASLEY 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.968198,29.536542,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
12902,1323,YES,SPUR 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-100.980761,33.314320,0.000,0.000,0.000,0.000,0.0000,0.0000,252.0000,YES,252.0000,SUN (Solar),0.000,-100.000
12890,1320,YES,PETTUS 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.722560,28.622628,0.000,0.000,0.000,0.000,255.2000,0.0000,255.2000,YES,255.2000,SUN (Solar),0.000,-100.000
12878,1316,YES,VAN HORN 1 3,1,-200.0000,1.0400,27.4707,200.0000,Closed,-104.456696,31.695173,0.000,0.000,0.000,0.000,260.0000,0.0000,260.0000,YES,260.0000,SUN (Solar),0.000,0.000
13363,78,YES,LEONARD 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.145049,33.492873,0.000,0.000,0.000,0.000,82.5000,0.0000,82.5000,YES,82.5000,SUN (Solar),0.000,-100.000
12875,1239,YES,IOLA 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.064789,30.701305,0.000,0.000,0.000,0.000,210.0000,0.0000,210.0000,YES,210.0000,SUN (Solar),0.000,-100.000
5115,437,YES,CADDO MILLS 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.238389,33.160236,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
13370,1505,YES,LIVERPOOL 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.298069,29.287336,0.000,0.000,0.000,0.000,78.1000,0.0000,78.1000,YES,78.1000,SUN (Solar),0.000,-100.000
5174,488,YES,MALONE 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.871500,31.890755,0.000,0.000,0.000,0.000,49.6000,0.0000,49.6000,YES,49.6000,SUN (Solar),0.000,-100.000
5081,408,YES,FORT HOOD 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.841511,31.112517,0.000,0.000,0.000,0.000,15.4000,0.0000,15.4000,YES,15.4000,SUN (Solar),0.000,-100.000
5080,407,YES,LORENA 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.214260,31.346580,0.000,0.000,0.000,0.000,44.2000,0.0000,44.2000,YES,44.2000,SUN (Solar),0.000,-100.000
12828,1214,YES,MOUNT PLEASANT 2 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.158517,33.279302,0.000,0.000,0.000,0.000,0.0000,0.0000,300.0000,YES,300.0000,SUN (Solar),0.000,-100.000
12904,404,YES,TERRELL 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.182945,32.818091,0.000,0.000,0.000,0.000,151.0000,0.0000,151.0000,YES,151.0000,SUN (Solar),0.000,-100.000
12824,1306,YES,ANDREWS 2 3,1,0.0000,1.0400,0.0000,0.0000,Open,-102.838509,32.285020,0.000,0.000,0.000,0.000,0.0000,0.0000,300.0000,YES,300.0000,SUN (Solar),0.000,-100.000
12853,1313,YES,ROSANKY 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.269997,29.892063,0.000,0.000,0.000,0.000,200.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
12915,1327,YES,PAWNEE 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.999948,28.649906,0.000,0.000,0.000,0.000,250.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12921,1203,YES,WORTHAM 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.465887,31.891541,0.000,0.000,0.000,0.000,250.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12927,1331,YES,RIESEL 4 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.858560,31.444779,0.000,0.000,0.000,0.000,150.0000,0.0000,150.0000,YES,150.0000,SUN (Solar),0.000,-100.000
12790,1298,YES,LAMESA 1 4,1,0.0000,1.0400,0.0000,0.0000,Closed,-101.390480,32.766419,0.000,0.000,0.000,0.000,143.5000,0.0000,143.5000,YES,143.5000,SUN (Solar),0.000,-100.000
7116,974,YES,WALLIS 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.075544,29.630385,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
5029,383,YES,TROY 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.257138,31.288690,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
1008,6,YES,IRAAN 2 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.254153,30.955647,0.000,0.000,0.000,0.000,28.0000,0.0000,28.0000,YES,28.0000,SUN (Solar),0.000,-100.000
12924,856,YES,BURLINGTON 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.123080,30.950031,0.000,0.000,0.000,0.000,250.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12911,1325,YES,PAINT ROCK 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.795173,31.424566,0.000,0.000,0.000,0.000,250.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12779,455,YES,COOPER 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.666457,33.452037,0.000,0.000,0.000,0.000,0.0000,0.0000,202.8000,YES,202.8000,SUN (Solar),0.000,-100.000
12932,435,YES,KRUM 3,1,0.0000,1.0400,0.0000,0.0000,Open,-97.368333,33.302924,0.000,0.000,0.000,0.000,0.0000,0.0000,245.0000,YES,245.0000,SUN (Solar),0.000,-100.000
12919,1329,YES,ANDREWS 3 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.844266,32.273874,0.000,0.000,0.000,0.000,250.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12917,1328,YES,CUNNINGHAM 2 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.356009,33.421390,0.000,0.000,0.000,0.000,250.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12775,27,YES,CRANE 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.601210,31.097617,0.000,0.000,0.000,0.000,306.0000,0.0000,306.0000,YES,306.0000,SUN (Solar),0.000,-100.000
12771,653,YES,CLIFTON 2 3,1,0.0000,1.0400,0.0000,0.0000,Open,-97.516054,31.811087,0.000,0.000,0.000,0.000,0.0000,0.0000,310.0000,YES,310.0000,SUN (Solar),0.000,-100.000
12769,72,YES,DEPORT 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.267807,33.472843,0.000,0.000,0.000,0.000,310.0000,0.0000,310.0000,YES,310.0000,SUN (Solar),0.000,-100.000
12833,1308,YES,GOLLAD 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.452960,28.418718,0.000,0.000,0.000,0.000,300.0000,0.0000,300.0000,YES,300.0000,SUN (Solar),0.000,-100.000
12929,1194,YES,DIKE 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.460660,33.210995,0.000,0.000,0.000,0.000,250.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12766,1053,YES,ANGLETON 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.400804,29.220632,0.000,0.000,0.000,0.000,0.0000,0.0000,313.0000,YES,313.0000,SUN (Solar),0.000,-100.000
12764,1296,YES,CORSICANA 3 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.223390,32.071357,0.000,0.000,0.000,0.000,240.8000,0.0000,240.8000,YES,240.8000,SUN (Solar),0.000,-100.000
12892,10,YES,GRANDFALLS 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-103.120828,31.161240,0.000,0.000,0.000,0.000,255.0000,0.0000,255.0000,YES,255.0000,SUN (Solar),0.000,-100.000
12909,1251,YES,IND W TWFV 0 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.863255,31.834553,0.000,0.000,0.000,0.000,250.0000,0.0000,250.0000,YES,250.0000,SUN (Solar),0.000,-100.000
12895,1321,YES,FORT STOCKTON 4 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.483169,31.024518,0.000,0.000,0.000,0.000,255.0000,0.0000,255.0000,YES,255.0000,SUN (Solar),0.000,-100.000
13321,1254,YES,IND W TWFV 3 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.670919,32.458118,0.000,0.000,0.000,0.000,100.0000,0.0000,100.0000,YES,100.0000,SUN (Solar),0.000,-100.000
12954,1339,YES,PARIS 4 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.523616,33.591670,0.000,0.000,0.000,0.000,240.0000,0.0000,240.0000,YES,240.0000,SUN (Solar),0.000,-100.000
12758,1238,YES,MOUNT VERNON 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.318689,33.198039,0.000,0.000,0.000,0.000,0.0000,0.0000,255.9000,YES,255.9000,SUN (Solar),0.000,-100.000
12952,1338,YES,ROSEBUD 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.857193,31.040433,0.000,0.000,0.000,0.000,240.0000,0.0000,240.0000,YES,240.0000,SUN (Solar),0.000,-100.000
12950,573,YES,MART 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.792728,31.460887,0.000,0.000,0.000,0.000,240.0000,0.0000,240.0000,YES,240.0000,SUN (Solar),0.000,-100.000
12748,1293,YES,PIERCE 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-96.136532,29.151368,0.000,0.000,0.000,0.000,0.0000,0.0000,350.0000,YES,350.0000,SUN (Solar),0.000,-100.000
12949,1337,YES,MULDOON 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.073540,29.804993,0.000,0.000,0.000,0.000,240.0000,0.0000,240.0000,YES,240.0000,SUN (Solar),0.000,-100.000
12947,1038,YES,FULSHEAR 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.979820,29.557375,0.000,0.000,0.000,0.000,240.0000,0.0000,240.0000,YES,240.0000,SUN (Solar),0.000,-100.000
12967,1022,YES,HUNGERFORD 3,1,0.0000,1.0400,0.0000,0.0000,Open,-96.087713,29.451861,0.000,0.000,0.000,0.000,0.0000,0.0000,230.0000,YES,230.0000,SUN (Solar),0.000,-100.000
12988,1068,YES,GANADO 3,1,0.0000,1.0400,0.0000,0.0000,Open,-96.527321,29.103800,0.000,0.000,0.000,0.000,0.0000,0.0000,150.5000,YES,150.5000,SUN (Solar),0.000,-100.000
12992,1351,YES,KINGSVILLE 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-97.673844,27.545375,0.000,0.000,0.000,0.000,0.0000,0.0000,145.0000,YES,145.0000,SUN (Solar),0.000,-100.000
13000,1354,YES,DELTA 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.573002,33.429358,0.000,0.000,0.000,0.000,150.0000,0.0000,150.0000,YES,150.0000,SUN (Solar),0.000,-100.000
12997,1353,YES,HAMLIN 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-100.005915,32.778330,0.000,0.000,0.000,0.000,215.0000,0.0000,215.0000,YES,215.0000,SUN (Solar),0.000,-100.000
13020,176,YES,ANSON 3,1,0.0000,1.0400,0.0000,0.0000,Open,-99.880345,32.791360,0.000,0.000,0.000,0.000,0.0000,0.0000,204.0000,YES,204.0000,SUN (Solar),0.000,-100.000
13021,159,YES,LUEDERS 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.719646,32.780832,0.000,0.000,0.000,0.000,204.0000,0.0000,204.0000,YES,204.0000,SUN (Solar),0.000,-100.000
13024,216,YES,SABINAL 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.611828,29.288431,0.000,0.000,0.000,0.000,203.5000,0.0000,203.5000,YES,203.5000,SUN (Solar),0.000,-100.000
13009,1358,YES,LOLA 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.089897,30.645924,0.000,0.000,0.000,0.000,210.0000,0.0000,210.0000,YES,210.0000,SUN (Solar),0.000,-100.000
13039,1369,YES,TULIA 2 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-101.966400,34.504093,0.000,0.000,0.000,0.000,201.0000,0.0000,201.0000,YES,201.0000,SUN (Solar),0.000,-100.000
1011,7,YES,PRESIDIO 1 1,1,0.0000,1.0400,0.0000,0.0000,Closed,-104.299460,29.597535,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
12716,1290,YES,SULPHUR SPRINGS 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.729327,33.218800,0.000,0.000,0.000,0.000,0.0000,0.0000,300.0000,YES,300.0000,SUN (Solar),0.000,-100.000
12713,511,YES,COOLIDGE 3,1,0.0000,1.0400,0.0000,0.0000,Open,-96.813636,31.705215,0.000,0.000,0.000,0.000,0.0000,0.0000,400.0000,YES,400.0000,SUN (Solar),0.000,-100.000
12710,599,YES,DENTON 6 3,1,0.0000,1.0400,0.0000,0.0000,Open,-97.233017,33.256387,0.000,0.000,0.000,0.000,0.0000,0.0000,275.0000,YES,275.0000,SUN (Solar),0.000,-100.000
12708,413,YES,MILFORD 3,1,0.0000,1.0400,0.0000,0.0000,Open,-97.059460,32.136142,0.000,0.000,0.000,0.000,0.0000,0.0000,405.0000,YES,405.0000,SUN (Solar),0.000,-100.000
12946,1336,YES,CHILDRESS 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-100.096025,34.370875,0.000,0.000,0.000,0.000,240.0000,0.0000,240.0000,YES,240.0000,SUN (Solar),0.000,-100.000
12697,1100,YES,NEEDVILLE 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.823550,29.331549,0.000,0.000,0.000,0.000,0.0000,0.0000,430.0000,YES,430.0000,SUN (Solar),0.000,-100.000
13080,1387,YES,ANSON 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.916950,32.808658,0.000,0.000,0.000,0.000,200.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13092,1392,YES,SPUR 2 3,1,0.0000,1.0400,0.0000,0.0000,Open,-100.980224,33.297394,0.000,0.000,0.000,0.000,0.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13082,293,YES,LAREDO 3 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.256889,27.626703,0.000,0.000,0.000,0.000,200.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13416,1542,YES,ORLA 1 1,1,0.0000,1.0400,0.0000,0.0000,Closed,-104.081697,31.813545,0.000,0.000,0.000,0.000,24.8000,0.0000,24.8000,YES,24.8000,SUN (Solar),0.000,-100.000
4133,319,YES,PEARSALL 2,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.102610,28.929823,0.000,0.000,0.000,0.000,200.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
12619,1280,YES,DAWN 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.258000,34.897500,0.000,0.000,0.000,0.000,515.0000,0.0000,515.0000,YES,515.0000,SUN (Solar),0.000,-100.000
12592,1276,YES,RIESEL 3 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.819888,31.457250,0.000,0.000,0.000,0.000,500.0000,0.0000,500.0000,YES,500.0000,SUN (Solar),0.000,-100.000
13081,1048,YES,DAMON 3,1,0.0000,1.0400,0.0000,0.0000,Open,-95.661560,29.178114,0.000,0.000,0.000,0.000,0.0000,0.1000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
13115,1402,YES,DEPORT 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.369416,33.460295,0.000,0.000,0.000,0.000,198.5000,0.0000,198.5000,YES,198.5000,SUN (Solar),0.000,-100.000
4121,309,YES,SANTA MARIA 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.794853,26.103982,0.000,0.000,0.000,0.000,45.0000,0.0000,45.0000,YES,45.0000,SUN (Solar),0.000,-100.000
13421,1547,YES,GREENVILLE 3 1,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.171267,33.165269,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
13121,525,YES,SCURRY 3,1,0.0000,1.0400,0.0000,0.0000,Open,-96.428445,32.531338,0.000,0.000,0.000,0.000,0.0000,0.1000,146.7000,YES,146.7000,SUN (Solar),0.000,-100.000
12687,25,YES,MCCAMEY 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-102.187180,31.210515,0.000,0.000,0.000,0.000,0.0000,0.0000,200.0000,YES,200.0000,SUN (Solar),0.000,-100.000
6329,900,YES,NORDHEIM 0,CS,0.0000,1.0400,0.0000,0.0000,Closed,-97.693344,28.869120,0.000,0.000,0.000,0.000,10.0000,0.0000,10.0000,YES,10.0000,SUN (Solar),0.000,-100.000
6001,716,YES,CONVERSE 0,1,0.0000,1.0400,0.0000,0.0000,Closed,-98.297910,29.478880,0.000,0.000,0.000,0.000,39.6000,0.0000,39.6000,YES,39.6000,SUN (Solar),0.000,-100.000
13418,1544,YES,SAN ANTONIO 53 1,1,0.0000,1.0400,0.0000,0.0000,Closed,-98.398989,29.303235,0.000,0.000,0.000,0.000,13.5000,0.0000,13.5000,YES,13.5000,SUN (Solar),0.000,-100.000
13314,1484,YES,UVALDE 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.714671,29.210069,0.000,0.000,0.000,0.000,100.0000,0.0000,100.0000,YES,100.0000,SUN (Solar),0.000,-100.000
12681,1288,YES,ANDREWS 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.526443,32.111700,0.000,0.000,0.000,0.000,420.0000,0.0000,420.0000,YES,420.0000,SUN (Solar),0.000,-100.000
12987,1350,YES,PARIS 5 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.627609,33.632899,0.000,0.000,0.000,0.000,171.7000,0.0000,171.7000,YES,171.7000,SUN (Solar),0.000,-100.000
13388,1514,YES,BRENHAM 1 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-96.477430,30.306484,0.000,0.000,0.000,0.000,60.2000,0.0000,60.2000,YES,60.2000,SUN (Solar),0.000,-100.000
13145,1415,YES,VAN HORN 2 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-104.440852,31.711102,0.000,0.000,0.000,0.000,180.0000,0.0000,180.0000,YES,180.0000,SUN (Solar),0.000,-100.000
13309,604,YES,RIESEL 2 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.081334,31.340260,0.000,0.000,0.000,0.000,100.1000,0.0000,100.1000,YES,100.1000,SUN (Solar),0.000,-100.000
13141,1413,YES,MCCARNEY 1 3,1,0.0000,1.0400,0.0000,0.0000,Open,-102.263360,31.243612,0.000,0.000,0.000,0.000,0.0000,0.0000,180.0000,YES,180.0000,SUN (Solar),0.000,-100.000
12665,1287,YES,SNYDER 4 3,1,0.0000,1.0400,0.0000,0.0000,Open,-100.980805,32.899607,0.000,0.000,0.000,0.000,0.0000,0.0000,320.0000,YES,320.0000,SUN (Solar),0.000,-100.000
12657,171,YES,RICHLAND SPRINGS 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-99.170640,31.537975,0.000,0.000,0.000,0.000,320.0000,0.0000,320.0000,YES,320.0000,SUN (Solar),0.000,-100.000
13390,1516,YES,GAINSVILLE 2 1,1,0.0000,1.0400,0.0000,0.0000,Closed,-97.176200,33.546900,0.000,0.000,0.000,0.000,59.0000,0.0000,59.0000,YES,59.0000,SUN (Solar),0.000,-100.000
13254,1123,YES,HUFFMAN 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-95.040287,30.006269,0.000,0.000,0.000,0.000,67.2000,0.0000,67.2000,YES,67.2000,SUN (Solar),0.000,-100.000
13138,1412,YES,FORT STOCKTON 6 3,1,0.0000,1.0400,0.0000,0.0000,Closed,-102.222097,30.981615,0.000,0.000,0.000,0.000,182.0000,0.0000,182.0000,YES,182.0000,SUN (Solar),0.000,-100.000
